move_const	move_name	type	category	power	accuracy	pp	priority	effect	target	flags	description	source_file	source_line	confidence
MOVE_POWER_TRICK	Power Trick	TYPE_PSYCHIC	STATUS	0	0	10	0	EFFECT_POWER_TRICK	USER	ignoresProtect	The user swaps its Attack  and Defense stats.	src/data/moves_info.h	9469	Measured
MOVE_GASTRO_ACID	Gastro Acid	TYPE_POISON	STATUS	0	100	10	0	EFFECT_GASTRO_ACID	SELECTED	NONE	Stomach acid suppresses  the foe's ability.	src/data/moves_info.h	9494	Measured
MOVE_LUCKY_CHANT	Lucky Chant	TYPE_NORMAL	STATUS	0	0	30	0	EFFECT_LUCKY_CHANT	USER	ignoresProtect	Prevents the foe from  landing critical hits.	src/data/moves_info.h	9517	Measured
MOVE_ME_FIRST	Me First	TYPE_NORMAL	STATUS	0	0	20	0	EFFECT_ME_FIRST	SELECTED	ignoresSubstitute	Executes the foe's attack  with greater power.	src/data/moves_info.h	9542	Measured
MOVE_COPYCAT	Copycat	TYPE_NORMAL	STATUS	0	0	20	0	EFFECT_COPYCAT	DEPENDS	ignoresProtect	The user mimics the last  move used by a foe.	src/data/moves_info.h	9574	Measured
MOVE_POWER_SWAP	Power Swap	TYPE_PSYCHIC	STATUS	0	0	10	0	EFFECT_POWER_SWAP	SELECTED	ignoresSubstitute	Swaps changes to Attack  and Sp. Atk with the foe.	src/data/moves_info.h	9605	Measured
MOVE_GUARD_SWAP	Guard Swap	TYPE_PSYCHIC	STATUS	0	0	10	0	EFFECT_GUARD_SWAP	SELECTED	ignoresSubstitute	Swaps changes to Defense  and Sp. Def with the foe.	src/data/moves_info.h	9628	Measured
MOVE_PUNISHMENT	Punishment	TYPE_DARK	PHYSICAL	60	100	5	0	EFFECT_PUNISHMENT	SELECTED	makesContact	Does more damage if the  foe has powered up.	src/data/moves_info.h	9651	Measured
MOVE_LAST_RESORT	Last Resort	TYPE_NORMAL	PHYSICAL	140	100	5	0	EFFECT_LAST_RESORT	SELECTED	makesContact	Can only be used if every  other move has been used.	src/data/moves_info.h	9673	Measured
MOVE_WORRY_SEED	Worry Seed	TYPE_GRASS	STATUS	0	100	10	0	EFFECT_WORRY_SEED	SELECTED	NONE	Plants a seed on the foe  giving it Insomnia.	src/data/moves_info.h	9695	Measured
MOVE_SUCKER_PUNCH	Sucker Punch	TYPE_DARK	PHYSICAL	70	100	5	1	EFFECT_SUCKER_PUNCH	SELECTED	makesContact	NONE	src/data/moves_info.h	9718	Measured
MOVE_TOXIC_SPIKES	Toxic Spikes	TYPE_POISON	STATUS	0	0	20	0	EFFECT_TOXIC_SPIKES	OPPONENTS_FIELD	ignoresProtect	Sets spikes that poison a  foe switching in.	src/data/moves_info.h	9738	Measured
MOVE_HEART_SWAP	Heart Swap	TYPE_PSYCHIC	STATUS	0	0	10	0	EFFECT_HEART_SWAP	SELECTED	ignoresSubstitute	Swaps any stat changes  with the foe.	src/data/moves_info.h	9765	Measured
MOVE_AQUA_RING	Aqua Ring	TYPE_WATER	STATUS	0	0	20	0	EFFECT_AQUA_RING	USER	ignoresProtect	Forms a veil of water  that restores HP.	src/data/moves_info.h	9788	Measured
MOVE_MAGNET_RISE	Magnet Rise	TYPE_ELECTRIC	STATUS	0	0	10	0	EFFECT_MAGNET_RISE	USER	ignoresProtect,gravityBanned	The user levitates with  electromagnetism.	src/data/moves_info.h	9813	Measured
MOVE_FLARE_BLITZ	Flare Blitz	TYPE_FIRE	PHYSICAL	120	100	15	0	EFFECT_HIT	SELECTED	makesContact,thawsUser,recoil:33	A charge that may burn the  foe. Also hurts the user.	src/data/moves_info.h	9839	Measured
MOVE_FORCE_PALM	Force Palm	TYPE_FIGHTING	PHYSICAL	60	100	10	0	EFFECT_HIT	SELECTED	makesContact	A shock wave attack that  may paralyze the foe.	src/data/moves_info.h	9867	Measured
MOVE_AURA_SPHERE	Aura Sphere	TYPE_FIGHTING	SPECIAL	80	0	20	0	EFFECT_HIT	SELECTED	ballisticMove,pulseMove	Attacks with an aura blast  that cannot be evaded.	src/data/moves_info.h	9893	Measured
MOVE_ROCK_POLISH	Rock Polish	TYPE_ROCK	STATUS	0	0	20	0	EFFECT_SPEED_UP_2	USER	ignoresProtect	Polishes the body to  sharply raise Speed.	src/data/moves_info.h	9916	Measured
MOVE_POISON_JAB	Poison Jab	TYPE_POISON	PHYSICAL	80	100	20	0	EFFECT_HIT	SELECTED	makesContact	A stabbing attack that  may poison the foe.	src/data/moves_info.h	9941	Measured
MOVE_DARK_PULSE	Dark Pulse	TYPE_DARK	SPECIAL	80	100	15	0	EFFECT_HIT	SELECTED	pulseMove	Attacks with a horrible  aura. May cause flinching.	src/data/moves_info.h	9967	Measured
MOVE_NIGHT_SLASH	Night Slash	TYPE_DARK	PHYSICAL	70	100	15	0	EFFECT_HIT	SELECTED	makesContact,slicingMove,criticalHitStage:1	Hits as soon as possible.  High critical-hit ratio.	src/data/moves_info.h	9993	Measured
MOVE_AQUA_TAIL	Aqua Tail	TYPE_WATER	PHYSICAL	90	100	10	0	EFFECT_HIT	SELECTED	makesContact	The user swings its tail  like a wave to attack.	src/data/moves_info.h	10017	Measured
MOVE_SEED_BOMB	Seed Bomb	TYPE_GRASS	PHYSICAL	80	100	15	0	EFFECT_HIT	SELECTED	ballisticMove	A barrage of hard seeds  is fired at the foe.	src/data/moves_info.h	10039	Measured
MOVE_AIR_SLASH	Air Slash	TYPE_FLYING	SPECIAL	75	100	15	0	EFFECT_HIT	SELECTED	slicingMove	Attacks with a blade of  air. May cause flinching.	src/data/moves_info.h	10061	Measured
MOVE_X_SCISSOR	X-Scissor	TYPE_BUG	PHYSICAL	80	100	15	0	EFFECT_HIT	SELECTED	makesContact,slicingMove	Slashes the foe with crossed  scythes, claws, etc.	src/data/moves_info.h	10087	Measured
MOVE_BUG_BUZZ	Bug Buzz	TYPE_BUG	SPECIAL	90	100	10	0	EFFECT_HIT	SELECTED	soundMove	A damaging sound wave that  may lower Sp. Def.	src/data/moves_info.h	10110	Measured
MOVE_DRAGON_PULSE	Dragon Pulse	TYPE_DRAGON	SPECIAL	85	100	10	0	EFFECT_HIT	SELECTED	pulseMove	Generates a shock wave to  damage the foe.	src/data/moves_info.h	10137	Measured
MOVE_DRAGON_RUSH	Dragon Rush	TYPE_DRAGON	PHYSICAL	100	75	10	0	EFFECT_HIT	SELECTED	makesContact	Tackles the foe with menace.  May cause flinching.	src/data/moves_info.h	10159	Measured
MOVE_POWER_GEM	Power Gem	TYPE_ROCK	SPECIAL	80	100	20	0	EFFECT_HIT	SELECTED	NONE	Attacks with rays of light  that sparkle like diamonds.	src/data/moves_info.h	10186	Measured
MOVE_DRAIN_PUNCH	Drain Punch	TYPE_FIGHTING	PHYSICAL	75	100	10	0	EFFECT_ABSORB	SELECTED	makesContact,punchingMove	NONE	src/data/moves_info.h	10207	Measured
MOVE_VACUUM_WAVE	Vacuum Wave	TYPE_FIGHTING	SPECIAL	40	100	30	1	EFFECT_HIT	SELECTED	NONE	Whirls its fists to send  a wave that strikes first.	src/data/moves_info.h	10230	Measured
MOVE_FOCUS_BLAST	Focus Blast	TYPE_FIGHTING	SPECIAL	120	70	5	0	EFFECT_HIT	SELECTED	ballisticMove	Attacks at full power.  May lower Sp. Def.	src/data/moves_info.h	10251	Measured
MOVE_ENERGY_BALL	Energy Ball	TYPE_GRASS	SPECIAL	90	100	10	0	EFFECT_HIT	SELECTED	ballisticMove	Draws power from nature to  attack. May lower Sp. Def.	src/data/moves_info.h	10277	Measured
MOVE_BRAVE_BIRD	Brave Bird	TYPE_FLYING	PHYSICAL	120	100	15	0	EFFECT_HIT	SELECTED	makesContact,recoil:33	A low altitude charge that  also hurts the user.	src/data/moves_info.h	10303	Measured
MOVE_EARTH_POWER	Earth Power	TYPE_GROUND	SPECIAL	90	100	10	0	EFFECT_HIT	SELECTED	NONE	Makes the ground erupt with  power. May lower Sp. Def.	src/data/moves_info.h	10326	Measured
MOVE_SWITCHEROO	Switcheroo	TYPE_DARK	STATUS	0	100	10	0	EFFECT_TRICK	SELECTED	NONE	Swaps items with the foe  faster than the eye can see.	src/data/moves_info.h	10352	Measured
MOVE_GIGA_IMPACT	Giga Impact	TYPE_NORMAL	PHYSICAL	150	100	5	0	EFFECT_HIT	SELECTED	makesContact	NONE	src/data/moves_info.h	10377	Measured
MOVE_NASTY_PLOT	Nasty Plot	TYPE_DARK	STATUS	0	0	20	0	EFFECT_SPECIAL_ATTACK_UP_2	USER	ignoresProtect	Thinks bad thoughts to  sharply boost Sp. Atk.	src/data/moves_info.h	10401	Measured
MOVE_BULLET_PUNCH	Bullet Punch	TYPE_STEEL	PHYSICAL	40	100	30	1	EFFECT_HIT	SELECTED	makesContact,punchingMove	Punches as fast as a bul-  let. It always hits first.	src/data/moves_info.h	10426	Measured
MOVE_AVALANCHE	Avalanche	TYPE_ICE	PHYSICAL	60	100	10	-4	EFFECT_REVENGE	SELECTED	makesContact	NONE	src/data/moves_info.h	10449	Measured
MOVE_ICE_SHARD	Ice Shard	TYPE_ICE	PHYSICAL	40	100	30	1	EFFECT_HIT	SELECTED	NONE	Hurls a chunk of ice that  always strike first.	src/data/moves_info.h	10469	Measured
MOVE_SHADOW_CLAW	Shadow Claw	TYPE_GHOST	PHYSICAL	80	100	15	0	EFFECT_HIT	SELECTED	makesContact,slicingMove,criticalHitStage:1	Strikes with a shadow claw.  High critical-hit ratio.	src/data/moves_info.h	10490	Measured
MOVE_THUNDER_FANG	Thunder Fang	TYPE_ELECTRIC	PHYSICAL	65	100	15	0	EFFECT_HIT	SELECTED	makesContact,bitingMove	May cause flinching or  leave the foe paralyzed.	src/data/moves_info.h	10514	Measured
MOVE_ICE_FANG	Ice Fang	TYPE_ICE	PHYSICAL	65	100	15	0	EFFECT_HIT	SELECTED	makesContact,bitingMove	May cause flinching or  leave the foe with frostbite.	src/data/moves_info.h	10545	Measured
MOVE_FIRE_FANG	Fire Fang	TYPE_FIRE	PHYSICAL	65	100	15	0	EFFECT_HIT	SELECTED	makesContact,bitingMove	May cause flinching or  leave the foe with a burn.	src/data/moves_info.h	10580	Measured
MOVE_AQUA_FANG	Aqua Fang	TYPE_WATER	PHYSICAL	80	100	10	0	EFFECT_HIT	SELECTED	makesContact,bitingMove	The user bites the  foe with aquatic force.	src/data/moves_info.h	10611	Measured
MOVE_SHADOW_SNEAK	Shadow Sneak	TYPE_GHOST	PHYSICAL	40	100	30	1	EFFECT_HIT	SELECTED	makesContact	Extends the user's shadow  to strike first.	src/data/moves_info.h	10634	Measured
MOVE_MUD_BOMB	Mud Bomb	TYPE_GROUND	SPECIAL	65	100	10	0	EFFECT_HIT	SELECTED	ballisticMove	Throws a blob of mud to  damage and cut accuracy.	src/data/moves_info.h	10656	Measured
MOVE_PSYCHO_CUT	Psycho Cut	TYPE_PSYCHIC	PHYSICAL	70	100	20	0	EFFECT_HIT	SELECTED	slicingMove,criticalHitStage:1	Tears with psychic blades.  High critical-hit ratio.	src/data/moves_info.h	10678	Measured
MOVE_ZEN_HEADBUTT	Zen Headbutt	TYPE_PSYCHIC	PHYSICAL	80	100	15	0	EFFECT_HIT	SELECTED	makesContact	Hits with a strong head-  butt. May cause flinching.	src/data/moves_info.h	10701	Measured
MOVE_MIRROR_SHOT	Mirror Shot	TYPE_STEEL	SPECIAL	65	100	10	0	EFFECT_HIT	SELECTED	NONE	Emits a flash of energy to  damage and cut accuracy.	src/data/moves_info.h	10727	Measured
MOVE_FLASH_CANNON	Flash Cannon	TYPE_STEEL	SPECIAL	80	100	10	0	EFFECT_HIT	SELECTED	ballisticMove	Releases a blast of light  that may lower Sp. Def.	src/data/moves_info.h	10752	Measured
MOVE_ROCK_CLIMB	Rock Climb	TYPE_NORMAL	PHYSICAL	90	85	20	0	EFFECT_HIT	SELECTED	makesContact	A charging attack that may  confuse the foe.	src/data/moves_info.h	10778	Measured
MOVE_DEFOG	Defog	TYPE_FLYING	STATUS	0	0	15	0	EFFECT_DEFOG	SELECTED	ignoresSubstitute	Removes obstacles and  lowers evasion.	src/data/moves_info.h	10804	Measured
MOVE_TRICK_ROOM	Trick Room	TYPE_PSYCHIC	STATUS	0	0	5	-7	EFFECT_TRICK_ROOM	ALL_BATTLERS	ignoresProtect	Slower Pokémon get to move  first for 5 turns.	src/data/moves_info.h	10828	Measured
MOVE_DRACO_METEOR	Draco Meteor	TYPE_DRAGON	SPECIAL	130	100	5	0	EFFECT_HIT	SELECTED	NONE	Casts comets onto the foe.  Harshly lowers the Sp. Atk.	src/data/moves_info.h	10851	Measured
MOVE_DISCHARGE	Discharge	TYPE_ELECTRIC	SPECIAL	80	100	15	0	EFFECT_HIT	FOES_AND_ALLY	NONE	Zaps the foes with electri-  city. May paralyze them.	src/data/moves_info.h	10876	Measured
MOVE_LAVA_PLUME	Lava Plume	TYPE_FIRE	SPECIAL	80	100	15	0	EFFECT_HIT	FOES_AND_ALLY	NONE	NONE	src/data/moves_info.h	10901	Measured
MOVE_LEAF_STORM	Leaf Storm	TYPE_GRASS	SPECIAL	130	100	5	0	EFFECT_HIT	SELECTED	NONE	Whips up a storm of leaves.  Harshly lowers the Sp. Atk.	src/data/moves_info.h	10924	Measured
MOVE_POWER_WHIP	Power Whip	TYPE_GRASS	PHYSICAL	120	90	10	0	EFFECT_HIT	SELECTED	makesContact	Violently lashes the foe  with vines or tentacles.	src/data/moves_info.h	10949	Measured
MOVE_ROCK_WRECKER	Rock Wrecker	TYPE_ROCK	PHYSICAL	150	100	5	0	EFFECT_HIT	SELECTED	ballisticMove	NONE	src/data/moves_info.h	10971	Measured
MOVE_CROSS_POISON	Cross Poison	TYPE_POISON	PHYSICAL	70	100	20	0	EFFECT_HIT	SELECTED	makesContact,slicingMove,criticalHitStage:1	A slash that may poison a  foe and do critical damage.	src/data/moves_info.h	10995	Measured
MOVE_GUNK_SHOT	Gunk Shot	TYPE_POISON	PHYSICAL	120	80	5	0	EFFECT_HIT	SELECTED	NONE	Shoots filthy garbage at  the foe. May also poison.	src/data/moves_info.h	11023	Measured
MOVE_IRON_HEAD	Iron Head	TYPE_STEEL	PHYSICAL	80	100	15	0	EFFECT_HIT	SELECTED	makesContact	Slams the foe with a hard  head. May cause flinching.	src/data/moves_info.h	11048	Measured
MOVE_MAGNET_BOMB	Magnet Bomb	TYPE_STEEL	PHYSICAL	60	0	20	0	EFFECT_HIT	SELECTED	ballisticMove	Launches a magnet that  strikes without fail.	src/data/moves_info.h	11074	Measured
MOVE_STONE_EDGE	Stone Edge	TYPE_ROCK	PHYSICAL	100	90	5	0	EFFECT_HIT	SELECTED	criticalHitStage:1	Stabs the foe with stones.  High critical-hit ratio.	src/data/moves_info.h	11096	Measured
MOVE_CAPTIVATE	Captivate	TYPE_NORMAL	STATUS	0	100	20	0	EFFECT_CAPTIVATE	BOTH	NONE	Makes the opposite gender  sharply reduce its Sp. Atk.	src/data/moves_info.h	11118	Measured
MOVE_STEALTH_ROCK	Stealth Rock	TYPE_ROCK	STATUS	0	0	20	0	EFFECT_STEALTH_ROCK	OPPONENTS_FIELD	ignoresProtect	Sets floating stones that  hurt a foe switching in.	src/data/moves_info.h	11141	Measured
MOVE_GRASS_KNOT	Grass Knot	TYPE_GRASS	SPECIAL	1	100	20	0	EFFECT_LOW_KICK	SELECTED	makesContact	A snare attack that does  more damage to heavier foes.	src/data/moves_info.h	11167	Measured
MOVE_CHATTER	Chatter	TYPE_FLYING	SPECIAL	80	100	20	0	EFFECT_HIT	SELECTED	soundMove	Attacks with a sound wave  that causes confusion.	src/data/moves_info.h	11190	Measured
MOVE_JUDGMENT	Judgment	TYPE_NORMAL	SPECIAL	100	100	10	0	EFFECT_CHANGE_TYPE_ON_ITEM	SELECTED	NONE	The type varies with the  kind of Plate held.	src/data/moves_info.h	11230	Measured
MOVE_BUG_BITE	Bug Bite	TYPE_BUG	PHYSICAL	60	100	20	0	EFFECT_HIT	SELECTED	makesContact	NONE	src/data/moves_info.h	11252	Measured
MOVE_CHARGE_BEAM	Charge Beam	TYPE_ELECTRIC	SPECIAL	50	100	10	0	EFFECT_HIT	SELECTED	NONE	Fires a beam of electricity.  May raise Sp. Atk.	src/data/moves_info.h	11275	Measured
MOVE_WOOD_HAMMER	Wood Hammer	TYPE_GRASS	PHYSICAL	120	100	15	0	EFFECT_HIT	SELECTED	makesContact,recoil:33	Slams the body into a foe.  The user gets hurt too.	src/data/moves_info.h	11301	Measured
MOVE_AQUA_JET	Aqua Jet	TYPE_WATER	PHYSICAL	40	100	20	1	EFFECT_HIT	SELECTED	makesContact	Strikes first by dashing  at the foe at a high speed.	src/data/moves_info.h	11324	Measured
MOVE_ATTACK_ORDER	Attack Order	TYPE_BUG	PHYSICAL	120	100	15	0	EFFECT_HIT	SELECTED	criticalHitStage:1	Underlings pummel the foe.  High critical-hit ratio.	src/data/moves_info.h	11346	Measured
MOVE_DEFEND_ORDER	Defend Order	TYPE_BUG	STATUS	0	0	10	0	EFFECT_COSMIC_POWER	USER	ignoresProtect	Raises Defense and Sp. Def  with a living shield.	src/data/moves_info.h	11368	Measured
MOVE_HEAL_ORDER	Heal Order	TYPE_BUG	STATUS	0	0	10	0	EFFECT_RESTORE_HP	USER	ignoresProtect,healingMove	The user's underlings show  up to heal half its max HP.	src/data/moves_info.h	11393	Measured
MOVE_HEAD_SMASH	Head Smash	TYPE_ROCK	PHYSICAL	150	85	5	0	EFFECT_HIT	SELECTED	makesContact,recoil:50	A life-risking headbutt that  seriously hurts the user.	src/data/moves_info.h	11419	Measured
MOVE_DOUBLE_HIT	Double Hit	TYPE_NORMAL	PHYSICAL	35	100	10	0	EFFECT_HIT	SELECTED	makesContact,strikeCount:2	Slams the foe with a tail  etc. Strikes twice.	src/data/moves_info.h	11442	Measured
MOVE_ROAR_OF_TIME	Roar of Time	TYPE_DRAGON	SPECIAL	80	100	10	-6	EFFECT_HIT_SWITCH_TARGET	SELECTED	NONE	NONE	src/data/moves_info.h	11465	Measured
MOVE_SPACIAL_REND	Spacial Rend	TYPE_DRAGON	SPECIAL	100	100	5	0	EFFECT_HIT	SELECTED	criticalHitStage:1	Tears the foe, and space.  High critical-hit ratio.	src/data/moves_info.h	11484	Measured
MOVE_LUNAR_DANCE	Lunar Dance	TYPE_PSYCHIC	STATUS	0	0	10	0	EFFECT_HEALING_WISH	USER	ignoresProtect,danceMove,healingMove	NONE	src/data/moves_info.h	11506	Measured
MOVE_CRUSH_GRIP	Crush Grip	TYPE_NORMAL	PHYSICAL	120	100	5	0	EFFECT_POWER_BASED_ON_TARGET_HP	SELECTED	makesContact	NONE	src/data/moves_info.h	11530	Measured
MOVE_MAGMA_STORM	Magma Storm	TYPE_FIRE	SPECIAL	100	75	5	0	EFFECT_HIT	SELECTED	NONE	Traps the foe in a vortex  of fire for   turns.	src/data/moves_info.h	11550	Measured
MOVE_DARK_VOID	Dark Void	TYPE_DARK	STATUS	0	80	10	0	EFFECT_DARK_VOID	BOTH	NONE	Drags the foe into total  darkness, inducing Sleep.	src/data/moves_info.h	11574	Measured
MOVE_DARK_HOLE	Dark Hole	TYPE_DARK	SPECIAL	100	100	5	0	EFFECT_HIT	SELECTED	NONE	Sends the foe to the  abyss. May induce sleep.	src/data/moves_info.h	11598	Measured
MOVE_SEED_FLARE	Seed Flare	TYPE_GRASS	SPECIAL	120	85	5	0	EFFECT_HIT	SELECTED	NONE	Generates a shock wave that  sharply reduces Sp. Def.	src/data/moves_info.h	11624	Measured
MOVE_OMINOUS_WIND	Ominous Wind	TYPE_GHOST	SPECIAL	60	100	5	0	EFFECT_HIT	SELECTED	NONE	A repulsive attack that may  raise all stats.	src/data/moves_info.h	11649	Measured
MOVE_SHADOW_FORCE	Shadow Force	TYPE_GHOST	PHYSICAL	120	100	5	0	EFFECT_SEMI_INVULNERABLE	SELECTED	makesContact,ignoresProtect	NONE	src/data/moves_info.h	11676	Measured
MOVE_HONE_CLAWS	Hone Claws	TYPE_DARK	STATUS	0	0	15	0	EFFECT_ATTACK_ACCURACY_UP	USER	ignoresProtect	Sharpens its claws to raise  Attack and Accuracy.	src/data/moves_info.h	11705	Measured
MOVE_WIDE_GUARD	Wide Guard	TYPE_ROCK	STATUS	0	0	10	3	EFFECT_PROTECT	USER	ignoresProtect	Evades wide-ranging attacks  for one turn.	src/data/moves_info.h	11730	Measured
MOVE_GUARD_SPLIT	Guard Split	TYPE_PSYCHIC	STATUS	0	0	10	0	EFFECT_GUARD_SPLIT	SELECTED	NONE	Averages changes to Defense  and Sp. Def with the foe.	src/data/moves_info.h	11757	Measured
MOVE_POWER_SPLIT	Power Split	TYPE_PSYCHIC	STATUS	0	0	10	0	EFFECT_POWER_SPLIT	SELECTED	NONE	Averages changes to Attack  and Sp. Atk with the foe.	src/data/moves_info.h	11780	Measured
MOVE_WONDER_ROOM	Wonder Room	TYPE_PSYCHIC	STATUS	0	0	10	0	EFFECT_WONDER_ROOM	ALL_BATTLERS	ignoresProtect	Defense and Sp. Def stats  are swapped for 5 turns.	src/data/moves_info.h	11803	Measured
MOVE_PSYSHOCK	Psyshock	TYPE_PSYCHIC	SPECIAL	80	100	10	0	EFFECT_PSYSHOCK	SELECTED	NONE	NONE	src/data/moves_info.h	11826	Measured
MOVE_VENOSHOCK	Venoshock	TYPE_POISON	SPECIAL	65	100	10	0	EFFECT_DOUBLE_POWER_ON_ARG_STATUS	SELECTED	NONE	Does double damage if the  foe is poisoned.	src/data/moves_info.h	11845	Measured
MOVE_AUTOTOMIZE	Autotomize	TYPE_STEEL	STATUS	0	0	15	0	EFFECT_AUTOTOMIZE	USER	ignoresProtect	Sheds additional weight to  sharply boost Speed.	src/data/moves_info.h	11867	Measured
MOVE_RAGE_POWDER	Rage Powder	TYPE_BUG	STATUS	0	0	20	2	EFFECT_FOLLOW_ME	USER	ignoresProtect,powderMove	Scatters powder to make  foes attack only the user.	src/data/moves_info.h	11892	Measured
MOVE_TELEKINESIS	Telekinesis	TYPE_PSYCHIC	STATUS	0	0	15	0	EFFECT_TELEKINESIS	SELECTED	gravityBanned	Makes the foe float. It is  easier to hit for 3 turns.	src/data/moves_info.h	11920	Measured
MOVE_MAGIC_ROOM	Magic Room	TYPE_PSYCHIC	STATUS	0	0	10	0	EFFECT_MAGIC_ROOM	ALL_BATTLERS	ignoresProtect	Hold items lose their  effects for 5 turns.	src/data/moves_info.h	11944	Measured
MOVE_SMACK_DOWN	Smack Down	TYPE_ROCK	PHYSICAL	50	100	15	0	EFFECT_HIT	SELECTED	NONE	Throws a rock to knock the  foe down to the ground.	src/data/moves_info.h	11967	Measured
MOVE_STORM_THROW	Storm Throw	TYPE_FIGHTING	PHYSICAL	60	100	10	0	EFFECT_HIT	SELECTED	makesContact,alwaysCriticalHit	NONE	src/data/moves_info.h	11993	Measured
MOVE_FLAME_BURST	Flame Burst	TYPE_FIRE	SPECIAL	70	100	15	0	EFFECT_HIT	SELECTED	NONE	A bursting flame that does  damage to all foes.	src/data/moves_info.h	12014	Measured
MOVE_SLUDGE_WAVE	Sludge Wave	TYPE_POISON	SPECIAL	95	100	10	0	EFFECT_HIT	FOES_AND_ALLY	NONE	Swamps the foe with a wave  of sludge. May also poison.	src/data/moves_info.h	12039	Measured
MOVE_QUIVER_DANCE	Quiver Dance	TYPE_BUG	STATUS	0	0	20	0	EFFECT_QUIVER_DANCE	USER	ignoresProtect,danceMove	Dances to raise Sp. Atk  Sp. Def and Speed.	src/data/moves_info.h	12064	Measured
MOVE_HEAVY_SLAM	Heavy Slam	TYPE_STEEL	PHYSICAL	1	100	10	0	EFFECT_HEAT_CRASH	SELECTED	makesContact	NONE	src/data/moves_info.h	12090	Measured
MOVE_SYNCHRONOISE	Synchronoise	TYPE_PSYCHIC	SPECIAL	120	100	10	0	EFFECT_SYNCHRONOISE	FOES_AND_ALLY	NONE	An odd shock wave that only  damages same-type foes.	src/data/moves_info.h	12112	Measured
MOVE_ELECTRO_BALL	Electro Ball	TYPE_ELECTRIC	SPECIAL	1	100	10	0	EFFECT_ELECTRO_BALL	SELECTED	ballisticMove	Hurls an orb that does more  damage to slower foes.	src/data/moves_info.h	12133	Measured
MOVE_SOAK	Soak	TYPE_WATER	STATUS	0	100	20	0	EFFECT_SOAK	SELECTED	NONE	Sprays water at the foe  making it Water-type.	src/data/moves_info.h	12155	Measured
MOVE_FLAME_CHARGE	Flame Charge	TYPE_FIRE	PHYSICAL	50	100	20	0	EFFECT_HIT	SELECTED	makesContact	Attacks in a cloak of  flames. Raises Speed.	src/data/moves_info.h	12178	Measured
MOVE_COIL	Coil	TYPE_POISON	STATUS	0	0	20	0	EFFECT_COIL	USER	ignoresProtect	Coils up to raise Attack,  Defense and Accuracy.	src/data/moves_info.h	12205	Measured
MOVE_LOW_SWEEP	Low Sweep	TYPE_FIGHTING	PHYSICAL	60	100	20	0	EFFECT_HIT	SELECTED	makesContact,kickingMove	Attacks the foe's legs  lowering its Speed.	src/data/moves_info.h	12230	Measured
MOVE_ACID_SPRAY	Acid Spray	TYPE_POISON	SPECIAL	40	100	20	0	EFFECT_HIT	SELECTED	ballisticMove	Sprays a hide-melting acid.  Sharply reduces Sp. Def.	src/data/moves_info.h	12257	Measured
MOVE_FOUL_PLAY	Foul Play	TYPE_DARK	PHYSICAL	95	100	15	0	EFFECT_FOUL_PLAY	SELECTED	makesContact	The higher the foe's Attack  the more damage caused.	src/data/moves_info.h	12283	Measured
MOVE_SIMPLE_BEAM	Simple Beam	TYPE_NORMAL	STATUS	0	100	15	0	EFFECT_SIMPLE_BEAM	SELECTED	NONE	A beam that changes the  foe's ability to Simple.	src/data/moves_info.h	12305	Measured
MOVE_ENTRAINMENT	Entrainment	TYPE_NORMAL	STATUS	0	100	15	0	EFFECT_ENTRAINMENT	SELECTED	NONE	Makes the foe mimic the  user, gaining its ability.	src/data/moves_info.h	12328	Measured
MOVE_AFTER_YOU	After You	TYPE_NORMAL	STATUS	0	0	15	0	EFFECT_AFTER_YOU	SELECTED	ignoresProtect,ignoresSubstitute	Helps out the foe, letting  it move next.	src/data/moves_info.h	12351	Measured
MOVE_ROUND	Round	TYPE_NORMAL	SPECIAL	60	100	15	0	EFFECT_ROUND	SELECTED	soundMove	A song that inflicts damage.  Others can join in too.	src/data/moves_info.h	12377	Measured
MOVE_ECHOED_VOICE	Echoed Voice	TYPE_NORMAL	SPECIAL	40	100	15	0	EFFECT_ECHOED_VOICE	SELECTED	soundMove	Does more damage every turn  it is used.	src/data/moves_info.h	12403	Measured
MOVE_CHIP_AWAY	Chip Away	TYPE_NORMAL	PHYSICAL	70	100	20	0	EFFECT_HIT	SELECTED	makesContact	NONE	src/data/moves_info.h	12426	Measured
MOVE_CLEAR_SMOG	Clear Smog	TYPE_POISON	SPECIAL	50	0	15	0	EFFECT_HIT	SELECTED	NONE	Attacks with white haze that  eliminates all stat changes.	src/data/moves_info.h	12447	Measured
MOVE_STORED_POWER	Stored Power	TYPE_PSYCHIC	SPECIAL	20	100	10	0	EFFECT_STORED_POWER	SELECTED	NONE	The higher the user's stats  the more damage caused.	src/data/moves_info.h	12471	Measured
MOVE_QUICK_GUARD	Quick Guard	TYPE_FIGHTING	STATUS	0	0	15	3	EFFECT_PROTECT	USER	ignoresProtect	Evades priority attacks  for one turn.	src/data/moves_info.h	12492	Measured
MOVE_ALLY_SWITCH	Ally Switch	TYPE_PSYCHIC	STATUS	0	0	15	2	EFFECT_ALLY_SWITCH	USER	ignoresProtect	The user switches places  with its partner.	src/data/moves_info.h	12519	Measured
MOVE_SCALD	Scald	TYPE_WATER	SPECIAL	80	100	15	0	EFFECT_HIT	SELECTED	thawsUser	Shoots boiling water at the  foe. May inflict a burn.	src/data/moves_info.h	12543	Measured
