species_const	species_name	earliest_cp	entry_reason	availability_confidence	in_pool
SPECIES_GRENINJA_BATTLE_BOND	Greninja	UNK	no path found	UNK	FALSE
SPECIES_GRENINJA_ASH	Greninja	UNK	no path found	UNK	FALSE
SPECIES_BUNNELBY	Bunnelby	1	wild	Asserted	TRUE
SPECIES_DIGGERSBY	Diggersby	2	evolution:EVO_LEVEL@20:from SPECIES_BUNNELBY	Derived	TRUE
SPECIES_FLETCHLING	Fletchling	1	starter:game_start	Measured	TRUE
SPECIES_FLETCHINDER	Fletchinder	2	evolution:EVO_LEVEL@17:from SPECIES_FLETCHLING	Derived	TRUE
SPECIES_TALONFLAME	Talonflame	7	evolution:EVO_LEVEL@35:from SPECIES_FLETCHINDER	Derived	TRUE
SPECIES_SCATTERBUG_ICY_SNOW	Scatterbug	1	starter:game_start	Measured	TRUE
SPECIES_SCATTERBUG_POLAR	Scatterbug	UNK	no path found	UNK	FALSE
SPECIES_SCATTERBUG_TUNDRA	Scatterbug	UNK	no path found	UNK	FALSE
SPECIES_SCATTERBUG_CONTINENTAL	Scatterbug	UNK	no path found	UNK	FALSE
SPECIES_SCATTERBUG_GARDEN	Scatterbug	UNK	no path found	UNK	FALSE
SPECIES_SCATTERBUG_ELEGANT	Scatterbug	UNK	no path found	UNK	FALSE
SPECIES_SCATTERBUG_MEADOW	Scatterbug	UNK	no path found	UNK	FALSE
SPECIES_SCATTERBUG_MODERN	Scatterbug	UNK	no path found	UNK	FALSE
SPECIES_SCATTERBUG_MARINE	Scatterbug	UNK	no path found	UNK	FALSE
SPECIES_SCATTERBUG_ARCHIPELAGO	Scatterbug	UNK	no path found	UNK	FALSE
SPECIES_SCATTERBUG_HIGH_PLAINS	Scatterbug	UNK	no path found	UNK	FALSE
SPECIES_SCATTERBUG_SANDSTORM	Scatterbug	UNK	no path found	UNK	FALSE
SPECIES_SCATTERBUG_RIVER	Scatterbug	UNK	no path found	UNK	FALSE
SPECIES_SCATTERBUG_MONSOON	Scatterbug	UNK	no path found	UNK	FALSE
SPECIES_SCATTERBUG_SAVANNA	Scatterbug	UNK	no path found	UNK	FALSE
SPECIES_SCATTERBUG_SUN	Scatterbug	UNK	no path found	UNK	FALSE
SPECIES_SCATTERBUG_OCEAN	Scatterbug	UNK	no path found	UNK	FALSE
SPECIES_SCATTERBUG_JUNGLE	Scatterbug	UNK	no path found	UNK	FALSE
SPECIES_SCATTERBUG_FANCY	Scatterbug	UNK	no path found	UNK	FALSE
SPECIES_SCATTERBUG_POKEBALL	Scatterbug	UNK	no path found	UNK	FALSE
SPECIES_SPEWPA_ICY_SNOW	Spewpa	UNK	no path found	UNK	FALSE
SPECIES_SPEWPA_POLAR	Spewpa	UNK	no path found	UNK	FALSE
SPECIES_SPEWPA_TUNDRA	Spewpa	UNK	no path found	UNK	FALSE
SPECIES_SPEWPA_CONTINENTAL	Spewpa	UNK	no path found	UNK	FALSE
SPECIES_SPEWPA_GARDEN	Spewpa	UNK	no path found	UNK	FALSE
SPECIES_SPEWPA_ELEGANT	Spewpa	UNK	no path found	UNK	FALSE
SPECIES_SPEWPA_MEADOW	Spewpa	UNK	no path found	UNK	FALSE
SPECIES_SPEWPA_MODERN	Spewpa	UNK	no path found	UNK	FALSE
SPECIES_SPEWPA_MARINE	Spewpa	UNK	no path found	UNK	FALSE
SPECIES_SPEWPA_ARCHIPELAGO	Spewpa	UNK	no path found	UNK	FALSE
SPECIES_SPEWPA_HIGH_PLAINS	Spewpa	UNK	no path found	UNK	FALSE
SPECIES_SPEWPA_SANDSTORM	Spewpa	UNK	no path found	UNK	FALSE
SPECIES_SPEWPA_RIVER	Spewpa	UNK	no path found	UNK	FALSE
SPECIES_SPEWPA_MONSOON	Spewpa	UNK	no path found	UNK	FALSE
SPECIES_SPEWPA_SAVANNA	Spewpa	UNK	no path found	UNK	FALSE
SPECIES_SPEWPA_SUN	Spewpa	UNK	no path found	UNK	FALSE
SPECIES_SPEWPA_OCEAN	Spewpa	UNK	no path found	UNK	FALSE
SPECIES_SPEWPA_JUNGLE	Spewpa	UNK	no path found	UNK	FALSE
SPECIES_SPEWPA_FANCY	Spewpa	UNK	no path found	UNK	FALSE
SPECIES_SPEWPA_POKEBALL	Spewpa	UNK	no path found	UNK	FALSE
SPECIES_VIVILLON_ICY_SNOW	Vivillon	UNK	no path found	UNK	FALSE
SPECIES_VIVILLON_POLAR	Vivillon	UNK	no path found	UNK	FALSE
SPECIES_VIVILLON_TUNDRA	Vivillon	UNK	no path found	UNK	FALSE
SPECIES_VIVILLON_CONTINENTAL	Vivillon	UNK	no path found	UNK	FALSE
SPECIES_VIVILLON_GARDEN	Vivillon	UNK	no path found	UNK	FALSE
SPECIES_VIVILLON_ELEGANT	Vivillon	UNK	no path found	UNK	FALSE
SPECIES_VIVILLON_MEADOW	Vivillon	UNK	no path found	UNK	FALSE
SPECIES_VIVILLON_MODERN	Vivillon	UNK	no path found	UNK	FALSE
SPECIES_VIVILLON_MARINE	Vivillon	UNK	no path found	UNK	FALSE
SPECIES_VIVILLON_ARCHIPELAGO	Vivillon	UNK	no path found	UNK	FALSE
SPECIES_VIVILLON_HIGH_PLAINS	Vivillon	UNK	no path found	UNK	FALSE
SPECIES_VIVILLON_SANDSTORM	Vivillon	UNK	no path found	UNK	FALSE
SPECIES_VIVILLON_RIVER	Vivillon	UNK	no path found	UNK	FALSE
SPECIES_VIVILLON_MONSOON	Vivillon	UNK	no path found	UNK	FALSE
SPECIES_VIVILLON_SAVANNA	Vivillon	UNK	no path found	UNK	FALSE
SPECIES_VIVILLON_SUN	Vivillon	UNK	no path found	UNK	FALSE
SPECIES_VIVILLON_OCEAN	Vivillon	UNK	no path found	UNK	FALSE
SPECIES_VIVILLON_JUNGLE	Vivillon	UNK	no path found	UNK	FALSE
SPECIES_VIVILLON_FANCY	Vivillon	UNK	no path found	UNK	FALSE
SPECIES_VIVILLON_POKEBALL	Vivillon	UNK	no path found	UNK	FALSE
SPECIES_LITLEO	Litleo	7	wild	Asserted	TRUE
SPECIES_PYROAR	Pyroar	7	evolution:EVO_LEVEL@28:from SPECIES_LITLEO	Derived	TRUE
SPECIES_FLABEBE_RED	Flabébé	UNK	no path found	UNK	FALSE
SPECIES_FLABEBE_YELLOW	Flabébé	UNK	no path found	UNK	FALSE
SPECIES_FLABEBE_ORANGE	Flabébé	UNK	no path found	UNK	FALSE
SPECIES_FLABEBE_BLUE	Flabébé	UNK	no path found	UNK	FALSE
SPECIES_FLABEBE_WHITE	Flabébé	UNK	no path found	UNK	FALSE
SPECIES_FLOETTE_RED	Floette	UNK	no path found	UNK	FALSE
SPECIES_FLOETTE_YELLOW	Floette	UNK	no path found	UNK	FALSE
SPECIES_FLOETTE_ORANGE	Floette	UNK	no path found	UNK	FALSE
SPECIES_FLOETTE_BLUE	Floette	UNK	no path found	UNK	FALSE
SPECIES_FLOETTE_WHITE	Floette	UNK	no path found	UNK	FALSE
SPECIES_FLOETTE_ETERNAL	Floette	UNK	no path found	UNK	FALSE
SPECIES_FLORGES_RED	Florges	UNK	no path found	UNK	FALSE
SPECIES_FLORGES_YELLOW	Florges	UNK	no path found	UNK	FALSE
SPECIES_FLORGES_ORANGE	Florges	UNK	no path found	UNK	FALSE
SPECIES_FLORGES_BLUE	Florges	UNK	no path found	UNK	FALSE
SPECIES_FLORGES_WHITE	Florges	UNK	no path found	UNK	FALSE
SPECIES_SKIDDO	Skiddo	12	wild	Asserted	TRUE
SPECIES_GOGOAT	Gogoat	12	evolution:EVO_LEVEL@28:from SPECIES_SKIDDO	Derived	TRUE
SPECIES_PANCHAM	Pancham	7	wild	Asserted	TRUE
SPECIES_PANGORO	Pangoro	7	evolution:EVO_LEVEL_DARK_TYPE_MON_IN_PARTY@32:from SPECIES_PANCHAM	Derived	TRUE
SPECIES_FURFROU_NATURAL	Furfrou	UNK	no path found	UNK	FALSE
SPECIES_FURFROU_HEART_TRIM	Furfrou	UNK	no path found	UNK	FALSE
SPECIES_FURFROU_STAR_TRIM	Furfrou	UNK	no path found	UNK	FALSE
SPECIES_FURFROU_DIAMOND_TRIM	Furfrou	UNK	no path found	UNK	FALSE
SPECIES_FURFROU_DEBUTANTE_TRIM	Furfrou	UNK	no path found	UNK	FALSE
SPECIES_FURFROU_MATRON_TRIM	Furfrou	UNK	no path found	UNK	FALSE
SPECIES_FURFROU_DANDY_TRIM	Furfrou	UNK	no path found	UNK	FALSE
SPECIES_FURFROU_LA_REINE_TRIM	Furfrou	UNK	no path found	UNK	FALSE
SPECIES_FURFROU_KABUKI_TRIM	Furfrou	UNK	no path found	UNK	FALSE
SPECIES_FURFROU_PHARAOH_TRIM	Furfrou	UNK	no path found	UNK	FALSE
SPECIES_ESPURR	Espurr	9	wild	Asserted	TRUE
SPECIES_MEOWSTIC_M	Meowstic	9	evolution:EVO_LEVEL_MALE@23:from SPECIES_ESPURR	Derived	TRUE
SPECIES_MEOWSTIC_F	Meowstic	9	evolution:EVO_LEVEL_FEMALE@23:from SPECIES_ESPURR	Derived	TRUE
SPECIES_HONEDGE	Honedge	1	starter:game_start	Measured	TRUE
SPECIES_DOUBLADE	Doublade	7	evolution:EVO_LEVEL@35:from SPECIES_HONEDGE	Derived	TRUE
SPECIES_AEGISLASH_SHIELD	Aegislash	13	evolution:EVO_ITEM:ITEM_DUSK_STONE	Derived	TRUE
SPECIES_AEGISLASH_BLADE	Aegislash	UNK	no path found	UNK	FALSE
SPECIES_SPRITZEE	Spritzee	9	wild	Asserted	TRUE
SPECIES_AROMATISSE	Aromatisse	7	wild	Asserted	TRUE
SPECIES_SWIRLIX	Swirlix	3	wild	Asserted	TRUE
SPECIES_SLURPUFF	Slurpuff	5	evolution:EVO_ITEM:ITEM_SHINY_STONE	Derived	TRUE
SPECIES_INKAY	Inkay	4	wild	Asserted	TRUE
SPECIES_MALAMAR	Malamar	4	evolution:EVO_LEVEL@30:from SPECIES_INKAY	Derived	TRUE
SPECIES_BINACLE	Binacle	1	wild	Asserted	TRUE
SPECIES_BARBARACLE	Barbaracle	1	wild	Asserted	TRUE
SPECIES_SKRELP	Skrelp	3	wild	Asserted	TRUE
SPECIES_DRAGALGE	Dragalge	3	wild	Asserted	TRUE
SPECIES_CLAUNCHER	Clauncher	1	wild	Asserted	TRUE
SPECIES_CLAWITZER	Clawitzer	1	wild	Asserted	TRUE
SPECIES_HELIOPTILE	Helioptile	6	wild	Asserted	TRUE
SPECIES_HELIOLISK	Heliolisk	6	evolution:EVO_ITEM:ITEM_SUN_STONE	Derived	TRUE
SPECIES_TYRUNT	Tyrunt	19	wild	Asserted	TRUE
SPECIES_TYRANTRUM	Tyrantrum	19	evolution:EVO_LEVEL_DAY@39:from SPECIES_TYRUNT	Derived	TRUE
SPECIES_AMAURA	Amaura	19	wild	Asserted	TRUE
SPECIES_AURORUS	Aurorus	19	evolution:EVO_LEVEL_NIGHT@39:from SPECIES_AMAURA	Derived	TRUE
SPECIES_HAWLUCHA	Hawlucha	11	wild	Asserted	TRUE
SPECIES_DEDENNE	Dedenne	6	wild	Asserted	TRUE
SPECIES_CARBINK	Carbink	7	wild	Asserted	TRUE
SPECIES_GOOMY	Goomy	7	wild	Asserted	TRUE
SPECIES_SLIGGOO	Sliggoo	7	wild	Asserted	TRUE
SPECIES_GOODRA	Goodra	7	evolution:EVO_LEVEL_FOG:50:from SPECIES_SLIGGOO	Inferred	TRUE
SPECIES_SLIGGOO_HISUI	Sliggoo	7	wild	Asserted	TRUE
SPECIES_GOODRA_HISUI	Goodra	7	evolution:EVO_LEVEL_FOG:50:from SPECIES_SLIGGOO_HISUI	Inferred	TRUE
SPECIES_KLEFKI	Klefki	9	wild	Asserted	TRUE
SPECIES_PHANTUMP	Phantump	9	wild	Asserted	TRUE
SPECIES_TREVENANT	Trevenant	4	wild	Asserted	TRUE
SPECIES_PUMPKABOO_AVERAGE	Pumpkaboo	UNK	no path found	UNK	FALSE
SPECIES_PUMPKABOO_SMALL	Pumpkaboo	UNK	no path found	UNK	FALSE
SPECIES_PUMPKABOO_LARGE	Pumpkaboo	UNK	no path found	UNK	FALSE
SPECIES_PUMPKABOO_SUPER	Pumpkaboo	UNK	no path found	UNK	FALSE
SPECIES_GOURGEIST_AVERAGE	Gourgeist	UNK	no path found	UNK	FALSE
SPECIES_GOURGEIST_SMALL	Gourgeist	UNK	no path found	UNK	FALSE
SPECIES_GOURGEIST_LARGE	Gourgeist	UNK	no path found	UNK	FALSE
SPECIES_GOURGEIST_SUPER	Gourgeist	UNK	no path found	UNK	FALSE
SPECIES_BERGMITE	Bergmite	9	wild	Asserted	TRUE
SPECIES_AVALUGG	Avalugg	9	evolution:EVO_LEVEL@37:from SPECIES_BERGMITE	Derived	TRUE
SPECIES_AVALUGG_HISUI	Avalugg	9	evolution:EVO_ITEM:ITEM_ICE_STONE	Derived	TRUE
SPECIES_NOIBAT	Noibat	9	wild	Asserted	TRUE
SPECIES_NOIVERN	Noivern	9	evolution:EVO_LEVEL@36:from SPECIES_NOIBAT	Derived	TRUE
SPECIES_XERNEAS_NEUTRAL	Xerneas	UNK	no path found	UNK	FALSE
SPECIES_XERNEAS_ACTIVE	Xerneas	UNK	no path found	UNK	FALSE
SPECIES_YVELTAL	Yveltal	UNK	no path found	UNK	FALSE
SPECIES_ZYGARDE_50	Zygarde	UNK	no path found	UNK	FALSE
SPECIES_ZYGARDE_50_POWER_CONSTRUCT	Zygarde	UNK	no path found	UNK	FALSE
SPECIES_ZYGARDE_10_AURA_BREAK	Zygarde	UNK	no path found	UNK	FALSE
SPECIES_ZYGARDE_10_POWER_CONSTRUCT	Zygarde	UNK	no path found	UNK	FALSE
SPECIES_ZYGARDE_COMPLETE	Zygarde	UNK	no path found	UNK	FALSE
SPECIES_DIANCIE	Diancie	7	wild	Asserted	TRUE
SPECIES_DIANCIE_MEGA	Diancie	7	mega/primal form of SPECIES_DIANCIE (stone not resolved)	Inferred	TRUE
SPECIES_HOOPA_CONFINED	Hoopa	UNK	no path found	UNK	FALSE
SPECIES_HOOPA_UNBOUND	Hoopa	UNK	no path found	UNK	FALSE
SPECIES_VOLCANION	Volcanion	UNK	no path found	UNK	FALSE
SPECIES_ROWLET	Rowlet	1	starter:game_start	Measured	TRUE
SPECIES_DARTRIX	Dartrix	2	evolution:EVO_LEVEL@16:from SPECIES_ROWLET	Derived	TRUE
SPECIES_DECIDUEYE	Decidueye	7	evolution:EVO_LEVEL_NIGHT@36:from SPECIES_DARTRIX	Derived	TRUE
SPECIES_DECIDUEYE_HISUI	Decidueye	7	evolution:EVO_LEVEL_DAY@36:from SPECIES_DARTRIX	Derived	TRUE
SPECIES_LITTEN	Litten	1	starter:game_start	Measured	TRUE
SPECIES_TORRACAT	Torracat	2	evolution:EVO_LEVEL@16:from SPECIES_LITTEN	Derived	TRUE
SPECIES_INCINEROAR	Incineroar	7	evolution:EVO_LEVEL@36:from SPECIES_TORRACAT	Derived	TRUE
SPECIES_POPPLIO	Popplio	1	starter:game_start	Measured	TRUE
SPECIES_BRIONNE	Brionne	2	evolution:EVO_LEVEL@16:from SPECIES_POPPLIO	Derived	TRUE
SPECIES_PRIMARINA	Primarina	7	evolution:EVO_LEVEL@36:from SPECIES_BRIONNE	Derived	TRUE
SPECIES_PIKIPEK	Pikipek	1	wild	Asserted	TRUE
SPECIES_TRUMBEAK	Trumbeak	1	evolution:EVO_LEVEL@14:from SPECIES_PIKIPEK	Derived	TRUE
SPECIES_TOUCANNON	Toucannon	4	evolution:EVO_LEVEL@28:from SPECIES_TRUMBEAK	Derived	TRUE
SPECIES_YUNGOOS	Yungoos	3	wild	Asserted	TRUE
SPECIES_GUMSHOOS	Gumshoos	3	evolution:EVO_LEVEL_DAY@16:from SPECIES_YUNGOOS	Derived	TRUE
SPECIES_GUMSHOOS_TOTEM	Gumshoos	UNK	no path found	UNK	FALSE
SPECIES_GRUBBIN	Grubbin	1	starter:game_start	Measured	TRUE
SPECIES_CHARJABUG	Charjabug	2	evolution:EVO_LEVEL@20:from SPECIES_GRUBBIN	Derived	TRUE
SPECIES_VIKAVOLT	Vikavolt	2	evolution:EVO_MAPSEC:MAPSEC_NEW_MAUVILLE:from SPECIES_CHARJABUG	Inferred	TRUE
SPECIES_VIKAVOLT_TOTEM	Vikavolt	2	evolution:EVO_NONE:0:from SPECIES_CHARJABUG	Inferred	TRUE
SPECIES_CRABRAWLER	Crabrawler	1	wild	Asserted	TRUE
SPECIES_CRABOMINABLE	Crabominable	4	evolution:EVO_LEVEL@30:from SPECIES_CRABRAWLER	Derived	TRUE
SPECIES_ORICORIO_BAILE	Oricorio	7	wild	Asserted	TRUE
SPECIES_ORICORIO_POM_POM	Oricorio	7	wild	Asserted	TRUE
SPECIES_ORICORIO_PAU	Oricorio	7	wild	Asserted	TRUE
SPECIES_ORICORIO_SENSU	Oricorio	7	wild	Asserted	TRUE
SPECIES_CUTIEFLY	Cutiefly	11	wild	Derived	TRUE
SPECIES_RIBOMBEE	Ribombee	11	wild	Asserted	TRUE
SPECIES_RIBOMBEE_TOTEM	Ribombee	11	evolution:EVO_NONE:0:from SPECIES_CUTIEFLY	Inferred	TRUE
SPECIES_ROCKRUFF	Rockruff	6	wild	Asserted	TRUE
SPECIES_ROCKRUFF_OWN_TEMPO	Rockruff	UNK	no path found	UNK	FALSE
SPECIES_LYCANROC_MIDDAY	Lycanroc	6	evolution:EVO_LEVEL_DAY@25:from SPECIES_ROCKRUFF	Derived	TRUE
SPECIES_LYCANROC_MIDNIGHT	Lycanroc	6	evolution:EVO_LEVEL_NIGHT@25:from SPECIES_ROCKRUFF	Derived	TRUE
SPECIES_LYCANROC_DUSK	Lycanroc	6	evolution:EVO_LEVEL_DUSK@25:from SPECIES_ROCKRUFF	Derived	TRUE
SPECIES_WISHIWASHI_SOLO	Wishiwashi	UNK	no path found	UNK	FALSE
SPECIES_WISHIWASHI_SCHOOL	Wishiwashi	UNK	no path found	UNK	FALSE
SPECIES_MAREANIE	Mareanie	3	wild	Asserted	TRUE
SPECIES_TOXAPEX	Toxapex	3	wild	Asserted	TRUE
SPECIES_MUDBRAY	Mudbray	6	wild	Asserted	TRUE
SPECIES_MUDSDALE	Mudsdale	6	evolution:EVO_LEVEL@30:from SPECIES_MUDBRAY	Derived	TRUE
SPECIES_DEWPIDER	Dewpider	1	wild	Asserted	TRUE
SPECIES_ARAQUANID	Araquanid	3	evolution:EVO_LEVEL@22:from SPECIES_DEWPIDER	Derived	TRUE
SPECIES_ARAQUANID_TOTEM	Araquanid	1	evolution:EVO_NONE:0:from SPECIES_DEWPIDER	Inferred	TRUE
SPECIES_FOMANTIS	Fomantis	1	wild	Asserted	TRUE
SPECIES_LURANTIS	Lurantis	6	evolution:EVO_LEVEL_DAY@34:from SPECIES_FOMANTIS	Derived	TRUE
SPECIES_LURANTIS_TOTEM	Lurantis	1	evolution:EVO_NONE:0:from SPECIES_FOMANTIS	Inferred	TRUE
SPECIES_MORELULL	Morelull	3	wild	Asserted	TRUE
SPECIES_SHIINOTIC	Shiinotic	3	evolution:EVO_LEVEL@24:from SPECIES_MORELULL	Derived	TRUE
SPECIES_SALANDIT	Salandit	7	wild	Asserted	TRUE
SPECIES_SALAZZLE	Salazzle	7	evolution:EVO_LEVEL_FEMALE@33:from SPECIES_SALANDIT	Derived	TRUE
SPECIES_SALAZZLE_TOTEM	Salazzle	7	evolution:EVO_NONE:0:from SPECIES_SALANDIT	Inferred	TRUE
SPECIES_STUFFUL	Stufful	3	wild	Asserted	TRUE
SPECIES_BEWEAR	Bewear	4	evolution:EVO_LEVEL@27:from SPECIES_STUFFUL	Derived	TRUE
SPECIES_BOUNSWEET	Bounsweet	1	wild	Asserted	TRUE
SPECIES_STEENEE	Steenee	2	evolution:EVO_LEVEL@18:from SPECIES_BOUNSWEET	Derived	TRUE
SPECIES_TSAREENA	Tsareena	2	evolution:EVO_MOVE:MOVE_STOMP:from SPECIES_STEENEE	Inferred	TRUE
SPECIES_COMFEY	Comfey	9	wild	Asserted	TRUE
SPECIES_ORANGURU	Oranguru	9	wild	Asserted	TRUE
SPECIES_PASSIMIAN	Passimian	9	wild	Asserted	TRUE
SPECIES_WIMPOD	Wimpod	4	wild	Asserted	TRUE
SPECIES_GOLISOPOD	Golisopod	4	wild	Asserted	TRUE
SPECIES_SANDYGAST	Sandygast	2	wild	Asserted	TRUE
SPECIES_PALOSSAND	Palossand	7	evolution:EVO_LEVEL@42:from SPECIES_SANDYGAST	Derived	TRUE
SPECIES_PYUKUMUKU	Pyukumuku	17	wild	Asserted	TRUE
SPECIES_TYPE_NULL	Type: Null	UNK	no path found	UNK	FALSE
SPECIES_SILVALLY_NORMAL	Silvally	UNK	no path found	UNK	FALSE
SPECIES_SILVALLY_FIGHTING	Silvally	UNK	no path found	UNK	FALSE
SPECIES_SILVALLY_FLYING	Silvally	UNK	no path found	UNK	FALSE
SPECIES_SILVALLY_POISON	Silvally	UNK	no path found	UNK	FALSE
SPECIES_SILVALLY_GROUND	Silvally	UNK	no path found	UNK	FALSE
SPECIES_SILVALLY_ROCK	Silvally	UNK	no path found	UNK	FALSE
SPECIES_SILVALLY_BUG	Silvally	UNK	no path found	UNK	FALSE
SPECIES_SILVALLY_GHOST	Silvally	UNK	no path found	UNK	FALSE
SPECIES_SILVALLY_STEEL	Silvally	UNK	no path found	UNK	FALSE
SPECIES_SILVALLY_FIRE	Silvally	UNK	no path found	UNK	FALSE
SPECIES_SILVALLY_WATER	Silvally	UNK	no path found	UNK	FALSE
SPECIES_SILVALLY_GRASS	Silvally	UNK	no path found	UNK	FALSE
SPECIES_SILVALLY_ELECTRIC	Silvally	UNK	no path found	UNK	FALSE
SPECIES_SILVALLY_PSYCHIC	Silvally	UNK	no path found	UNK	FALSE
SPECIES_SILVALLY_ICE	Silvally	UNK	no path found	UNK	FALSE
SPECIES_SILVALLY_DRAGON	Silvally	UNK	no path found	UNK	FALSE
SPECIES_SILVALLY_DARK	Silvally	UNK	no path found	UNK	FALSE
SPECIES_SILVALLY_FAIRY	Silvally	UNK	no path found	UNK	FALSE
SPECIES_MINIOR_METEOR_RED	Minior	UNK	no path found	UNK	FALSE
SPECIES_MINIOR_METEOR_ORANGE	Minior	UNK	no path found	UNK	FALSE
SPECIES_MINIOR_METEOR_YELLOW	Minior	UNK	no path found	UNK	FALSE
SPECIES_MINIOR_METEOR_GREEN	Minior	UNK	no path found	UNK	FALSE
SPECIES_MINIOR_METEOR_BLUE	Minior	UNK	no path found	UNK	FALSE
SPECIES_MINIOR_METEOR_INDIGO	Minior	UNK	no path found	UNK	FALSE
SPECIES_MINIOR_METEOR_VIOLET	Minior	UNK	no path found	UNK	FALSE
SPECIES_MINIOR_CORE_RED	Minior	UNK	no path found	UNK	FALSE
SPECIES_MINIOR_CORE_ORANGE	Minior	UNK	no path found	UNK	FALSE
SPECIES_MINIOR_CORE_YELLOW	Minior	UNK	no path found	UNK	FALSE
SPECIES_MINIOR_CORE_GREEN	Minior	UNK	no path found	UNK	FALSE
SPECIES_MINIOR_CORE_BLUE	Minior	UNK	no path found	UNK	FALSE
SPECIES_MINIOR_CORE_INDIGO	Minior	UNK	no path found	UNK	FALSE
SPECIES_MINIOR_CORE_VIOLET	Minior	UNK	no path found	UNK	FALSE
SPECIES_KOMALA	Komala	11	wild	Asserted	TRUE
SPECIES_TURTONATOR	Turtonator	9	wild	Asserted	TRUE
SPECIES_TOGEDEMARU	Togedemaru	6	wild	Asserted	TRUE
SPECIES_TOGEDEMARU_TOTEM	Togedemaru	UNK	no path found	UNK	FALSE
SPECIES_MIMIKYU_DISGUISED	Mimikyu	UNK	no path found	UNK	FALSE
SPECIES_MIMIKYU_BUSTED	Mimikyu	UNK	no path found	UNK	FALSE
SPECIES_MIMIKYU_TOTEM_DISGUISED	Mimikyu	UNK	no path found	UNK	FALSE
SPECIES_MIMIKYU_BUSTED_TOTEM	Mimikyu	UNK	no path found	UNK	FALSE
SPECIES_BRUXISH	Bruxish	3	wild	Asserted	TRUE
SPECIES_DRAMPA	Drampa	9	wild	Asserted	TRUE
SPECIES_DHELMISE	Dhelmise	13	wild	Asserted	TRUE
SPECIES_JANGMO_O	Jangmo-o	6	wild	Asserted	TRUE
SPECIES_HAKAMO_O	Hakamo-o	7	wild	Asserted	TRUE
SPECIES_KOMMO_O	Kommo-o	8	evolution:EVO_LEVEL@45:from SPECIES_HAKAMO_O	Derived	TRUE
SPECIES_KOMMO_O_TOTEM	Kommo-o	7	evolution:EVO_NONE:0:from SPECIES_HAKAMO_O	Inferred	TRUE
SPECIES_TAPU_KOKO	Tapu Koko	UNK	no path found	UNK	FALSE
SPECIES_TAPU_LELE	Tapu Lele	UNK	no path found	UNK	FALSE
SPECIES_TAPU_BULU	Tapu Bulu	UNK	no path found	UNK	FALSE
SPECIES_TAPU_FINI	Tapu Fini	UNK	no path found	UNK	FALSE
SPECIES_COSMOG	Cosmog	19	wild	Asserted	TRUE
SPECIES_COSMOEM	Cosmoem	19	evolution:EVO_LEVEL@43:from SPECIES_COSMOG	Derived	TRUE
SPECIES_SOLGALEO	Solgaleo	19	evolution:EVO_LEVEL_DAY@64:from SPECIES_COSMOEM	Derived	TRUE
SPECIES_LUNALA	Lunala	19	evolution:EVO_LEVEL_NIGHT@64:from SPECIES_COSMOEM	Derived	TRUE
SPECIES_NIHILEGO	Nihilego	15	wild	Asserted	TRUE
SPECIES_BUZZWOLE	Buzzwole	15	wild	Asserted	TRUE
SPECIES_PHEROMOSA	Pheromosa	15	wild	Asserted	TRUE
SPECIES_XURKITREE	Xurkitree	15	wild	Asserted	TRUE
SPECIES_CELESTEELA	Celesteela	15	wild	Asserted	TRUE
SPECIES_KARTANA	Kartana	15	wild	Asserted	TRUE
SPECIES_GUZZLORD	Guzzlord	15	wild	Asserted	TRUE
SPECIES_NECROZMA	Necrozma	19	wild	Asserted	TRUE
SPECIES_NECROZMA_DUSK_MANE	Necrozma	UNK	no path found	UNK	FALSE
SPECIES_NECROZMA_DAWN_WINGS	Necrozma	UNK	no path found	UNK	FALSE
SPECIES_NECROZMA_ULTRA	Necrozma	UNK	no path found	UNK	FALSE
SPECIES_MAGEARNA	Magearna	7	wild	Asserted	TRUE
SPECIES_MAGEARNA_ORIGINAL	Magearna	UNK	no path found	UNK	FALSE
SPECIES_MARSHADOW	Marshadow	UNK	no path found	UNK	FALSE
SPECIES_POIPOLE	Poipole	15	wild	Asserted	TRUE
SPECIES_NAGANADEL	Naganadel	15	evolution:EVO_MOVE:MOVE_DRAGON_PULSE:from SPECIES_POIPOLE	Inferred	TRUE
SPECIES_STAKATAKA	Stakataka	15	wild	Asserted	TRUE
SPECIES_BLACEPHALON	Blacephalon	15	wild	Asserted	TRUE
SPECIES_ZERAORA	Zeraora	UNK	no path found	UNK	FALSE
SPECIES_MELTAN	Meltan	UNK	no path found	UNK	FALSE
SPECIES_MELMETAL	Melmetal	UNK	no path found	UNK	FALSE
SPECIES_MELMETAL_GMAX	Melmetal	UNK	no path found	UNK	FALSE
SPECIES_GROOKEY	Grookey	1	starter:game_start	Measured	TRUE
SPECIES_THWACKEY	Thwackey	2	evolution:EVO_LEVEL@16:from SPECIES_GROOKEY	Derived	TRUE
SPECIES_RILLABOOM	Rillaboom	7	evolution:EVO_LEVEL@36:from SPECIES_THWACKEY	Derived	TRUE
SPECIES_RILLABOOM_GMAX	Rillaboom	UNK	no path found	UNK	FALSE
SPECIES_SCORBUNNY	Scorbunny	1	starter:game_start	Measured	TRUE
SPECIES_RABOOT	Raboot	2	evolution:EVO_LEVEL@16:from SPECIES_SCORBUNNY	Derived	TRUE
SPECIES_CINDERACE	Cinderace	7	evolution:EVO_LEVEL@36:from SPECIES_RABOOT	Derived	TRUE
