species_const	internal_index	natdex_num	species_name	form_type	form_markers	type_1	type_2	base_hp	base_atk	base_def	base_spa	base_spd	base_spe	bst	ability_1	ability_2	ability_hidden	catch_rate	exp_yield	exp_yield_note	ev_yield	gender_ratio_pct_female	egg_cycles	egg_group_1	egg_group_2	friendship	growth_rate	evolutions	levelup_moves	teachable_moves	egg_moves	is_legendary	is_mythical	wild_availability	wild_obtainable	source_file	source_line	confidence	is_starter	starter_pool	starter_lineage_of	availability_channels
SPECIES_CHARIZARD_GMAX	1496	6	Charizard	gigantamax	isGigantamax	TYPE_FIRE	TYPE_FLYING	78	84	78	109	85	100	534	ABILITY_BLAZE	ABILITY_NONE	ABILITY_SOLAR_POWER	45	240	literal	SpAttack:3	12.5	20	EGG_GROUP_MONSTER	EGG_GROUP_DRAGON	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_SLOW	NONE	MOVE_DUAL_WINGBEAT:0,MOVE_DUAL_WINGBEAT:1,MOVE_INCINERATE:1,MOVE_FLARE_BLITZ:1,MOVE_HEAT_WAVE:1,MOVE_DRAGON_CLAW:1,MOVE_SHADOW_CLAW:1,MOVE_AIR_SLASH:1,MOVE_SCRATCH:1,MOVE_GROWL:1,MOVE_FALSE_SWIPE:5,MOVE_EMBER:7,MOVE_BRICK_BREAK:9,MOVE_ANCIENT_POWER:12,MOVE_FIRE_FANG:15,MOVE_DRAGON_RAGE:17,MOVE_SCARY_FACE:21,MOVE_THUNDERPUNCH:24,MOVE_FLAME_BURST:28,MOVE_SLASH:41,MOVE_FLAMETHROWER:47,MOVE_FIRE_SPIN:51,MOVE_INFERNO:56,MOVE_DRAGON_DANCE:60,MOVE_HEAT_WAVE:71,MOVE_FLARE_BLITZ:77	MOVE_DRAGON_CLAW,MOVE_ROAR,MOVE_HEAT_WAVE,MOVE_WEATHER_BALL,MOVE_EARTHQUAKE,MOVE_DIG,MOVE_BRICK_BREAK,MOVE_AURA_SPHERE,MOVE_REFLECT,MOVE_FLAMETHROWER,MOVE_FIRE_BLAST,MOVE_ROCK_TOMB,MOVE_DEFOG,MOVE_STEEL_WING,MOVE_HURRICANE,MOVE_OVERHEAT,MOVE_ROOST,MOVE_FOCUS_BLAST,MOVE_AIR_SLASH,MOVE_TEMPER_FLARE,MOVE_DRAGON_PULSE,MOVE_WILL_O_WISP,MOVE_IRON_TAIL,MOVE_SHADOW_CLAW,MOVE_THUNDER_PUNCH,MOVE_ROCK_SLIDE,MOVE_AERIAL_ACE,MOVE_DRAGON_TAIL,MOVE_SCALE_SHOT,MOVE_BULLDOZE,MOVE_FIRE_PUNCH,MOVE_DUAL_WINGBEAT,MOVE_ACROBATICS,MOVE_SCORCHING_SANDS,MOVE_HEAT_CRASH,MOVE_DRACO_METEOR,MOVE_CUT,MOVE_FLY,MOVE_STRENGTH,MOVE_ROCK_SMASH,MOVE_WORK_UP,MOVE_POWER_UP_PUNCH,MOVE_FLAME_CHARGE,MOVE_TAILWIND,MOVE_DRAGON_DANCE,MOVE_SWORDS_DANCE,MOVE_FIRE_FANG,MOVE_BODY_SLAM,MOVE_SUNNY_DAY,MOVE_SOLAR_BEAM,MOVE_BLAZE_KICK,MOVE_MYSTICAL_FIRE,MOVE_FOCUS_PUNCH,MOVE_FLARE_BLITZ,MOVE_DRACO_BARRAGE	NONE	FALSE	FALSE	NONE	FALSE	src/data/pokemon/species_info/gen_1_families.h	647	Measured	FALSE	NONE	NONE	UNK
SPECIES_SQUIRTLE	7	7	Squirtle	base	NONE	TYPE_WATER	TYPE_WATER	44	48	65	50	64	43	314	ABILITY_TORRENT	ABILITY_NONE	ABILITY_RAIN_DISH	45	63	ternary_gen5plus:63|pre:66	Defense:1	12.5	20	EGG_GROUP_MONSTER	EGG_GROUP_WATER_	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_SLOW	EVO_LEVEL:16:SPECIES_WARTORTLE	MOVE_TACKLE:1,MOVE_FALSE_SWIPE:1,MOVE_TAIL_WHIP:4,MOVE_BUBBLE:7,MOVE_RAPID_SPIN:10,MOVE_WATER_PULSE:13,MOVE_BITE:16,MOVE_FAKE_OUT:19,MOVE_DETECT:22,MOVE_WATER_PULSE:25,MOVE_AQUA_TAIL:28,MOVE_SKULL_BASH:31,MOVE_IRON_DEFENSE:34,MOVE_RAIN_DANCE:37,MOVE_HYDRO_PUMP:40	MOVE_FLIP_TURN,MOVE_ZEN_HEADBUTT,MOVE_ICE_BEAM,MOVE_BLIZZARD,MOVE_HYDRO_PUMP,MOVE_ICY_WIND,MOVE_WEATHER_BALL,MOVE_DIG,MOVE_BRICK_BREAK,MOVE_AURA_SPHERE,MOVE_REFLECT,MOVE_ROCK_TOMB,MOVE_DRAGON_PULSE,MOVE_IRON_TAIL,MOVE_GYRO_BALL,MOVE_SCALD,MOVE_ICE_PUNCH,MOVE_SURF,MOVE_STRENGTH,MOVE_ROCK_SMASH,MOVE_WATERFALL,MOVE_WORK_UP,MOVE_POWER_UP_PUNCH,MOVE_IRON_DEFENSE,MOVE_SNOWSCAPE,MOVE_BODY_SLAM,MOVE_FOCUS_PUNCH,MOVE_RAIN_DANCE,MOVE_WATER_PULSE	MOVE_MIRROR_COAT,MOVE_HAZE,MOVE_MIST,MOVE_FLAIL,MOVE_REFRESH,MOVE_MUD_SPORT,MOVE_YAWN,MOVE_MUDDY_WATER,MOVE_FAKE_OUT,MOVE_AQUA_RING,MOVE_AQUA_JET,MOVE_WATER_SPOUT,MOVE_BRINE,MOVE_DRAGON_PULSE,MOVE_AURA_SPHERE,MOVE_LIFE_DEW	FALSE	FALSE	NONE	FALSE	src/data/pokemon/species_info/gen_1_families.h	707	Measured	TRUE	normal	SPECIES_SQUIRTLE	starter:game_start
SPECIES_WARTORTLE	8	8	Wartortle	base	NONE	TYPE_WATER	TYPE_WATER	59	63	80	65	80	58	405	ABILITY_TORRENT	ABILITY_NONE	ABILITY_RAIN_DISH	45	142	ternary_gen5plus:142|pre:143	Defense:1,SpDefense:1	12.5	20	EGG_GROUP_MONSTER	EGG_GROUP_WATER_	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_SLOW	EVO_LEVEL:36:SPECIES_BLASTOISE	MOVE_ICY_WIND:0,MOVE_FALSE_SWIPE:1,MOVE_WITHDRAW:1,MOVE_ICY_WIND:1,MOVE_TACKLE:1,MOVE_WATER_GUN:1,MOVE_TAIL_WHIP:4,MOVE_BUBBLE:7,MOVE_RAPID_SPIN:10,MOVE_WATER_PULSE:13,MOVE_BITE:17,MOVE_FAKE_OUT:19,MOVE_DETECT:22,MOVE_AQUA_TAIL:33,MOVE_SKULL_BASH:37,MOVE_IRON_DEFENSE:41,MOVE_RAIN_DANCE:45,MOVE_HYDRO_PUMP:49	MOVE_FLIP_TURN,MOVE_ZEN_HEADBUTT,MOVE_ICE_BEAM,MOVE_BLIZZARD,MOVE_HYDRO_PUMP,MOVE_ICY_WIND,MOVE_WEATHER_BALL,MOVE_DIG,MOVE_BRICK_BREAK,MOVE_AURA_SPHERE,MOVE_REFLECT,MOVE_ROCK_TOMB,MOVE_DRAGON_PULSE,MOVE_IRON_TAIL,MOVE_GYRO_BALL,MOVE_SCALD,MOVE_ICE_PUNCH,MOVE_SURF,MOVE_STRENGTH,MOVE_ROCK_SMASH,MOVE_WATERFALL,MOVE_WORK_UP,MOVE_POWER_UP_PUNCH,MOVE_IRON_DEFENSE,MOVE_SNOWSCAPE,MOVE_BODY_SLAM,MOVE_FOCUS_PUNCH,MOVE_RAIN_DANCE,MOVE_WATER_PULSE	NONE	FALSE	FALSE	NONE	FALSE	src/data/pokemon/species_info/gen_1_families.h	769	Measured	FALSE	normal	SPECIES_SQUIRTLE	starter_lineage:evolution
SPECIES_BLASTOISE	9	9	Blastoise	base	NONE	TYPE_WATER	TYPE_WATER	79	83	100	85	105	78	530	ABILITY_TORRENT	ABILITY_NONE	ABILITY_RAIN_DISH	45	265	literal	SpDefense:3	12.5	20	EGG_GROUP_MONSTER	EGG_GROUP_WATER_	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_SLOW	NONE	MOVE_SCALD:0,MOVE_FALSE_SWIPE:1,MOVE_FLASH_CANNON:1,MOVE_WATER_GUN:1,MOVE_SCALD:1,MOVE_ICY_WIND:1,MOVE_TAIL_WHIP:4,MOVE_WATER_GUN:7,MOVE_WITHDRAW:10,MOVE_BUBBLE:13,MOVE_BITE:17,MOVE_FAKE_OUT:19,MOVE_RAPID_SPIN:20,MOVE_DETECT:22,MOVE_WATER_PULSE:25,MOVE_AQUA_TAIL:33,MOVE_SKULL_BASH:40,MOVE_ICE_BEAM:44,MOVE_IRON_DEFENSE:47,MOVE_RAIN_DANCE:54,MOVE_HYDRO_PUMP:60,MOVE_SHELL_SMASH:82	MOVE_FLIP_TURN,MOVE_ROAR,MOVE_ZEN_HEADBUTT,MOVE_ICE_BEAM,MOVE_BLIZZARD,MOVE_HYDRO_PUMP,MOVE_ICY_WIND,MOVE_WEATHER_BALL,MOVE_EARTHQUAKE,MOVE_DIG,MOVE_BRICK_BREAK,MOVE_AURA_SPHERE,MOVE_REFLECT,MOVE_ROCK_TOMB,MOVE_LIQUIDATION,MOVE_FOCUS_BLAST,MOVE_DRAGON_PULSE,MOVE_IRON_TAIL,MOVE_GYRO_BALL,MOVE_DARK_PULSE,MOVE_ROCK_SLIDE,MOVE_SCALD,MOVE_FLASH_CANNON,MOVE_DRAGON_TAIL,MOVE_BULLDOZE,MOVE_ICE_PUNCH,MOVE_BODY_PRESS,MOVE_SURF,MOVE_STRENGTH,MOVE_ROCK_SMASH,MOVE_WATERFALL,MOVE_WORK_UP,MOVE_POWER_UP_PUNCH,MOVE_IRON_DEFENSE,MOVE_SNOWSCAPE,MOVE_BODY_SLAM,MOVE_FOCUS_PUNCH,MOVE_RAIN_DANCE,MOVE_WATER_PULSE	NONE	FALSE	FALSE	NONE	FALSE	src/data/pokemon/species_info/gen_1_families.h	832	Measured	FALSE	normal	SPECIES_SQUIRTLE	starter_lineage:evolution
SPECIES_BLASTOISE_MEGA	909	9	Blastoise	mega	isMegaEvolution	TYPE_WATER	TYPE_WATER	79	103	120	135	115	78	630	ABILITY_MEGA_LAUNCHER	ABILITY_MEGA_LAUNCHER	ABILITY_MEGA_LAUNCHER	45	315	ternary_gen5plus:315|pre:284	SpDefense:3	12.5	20	EGG_GROUP_MONSTER	EGG_GROUP_WATER_	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_SLOW	NONE	MOVE_SCALD:0,MOVE_FALSE_SWIPE:1,MOVE_FLASH_CANNON:1,MOVE_WATER_GUN:1,MOVE_SCALD:1,MOVE_ICY_WIND:1,MOVE_TAIL_WHIP:4,MOVE_WATER_GUN:7,MOVE_WITHDRAW:10,MOVE_BUBBLE:13,MOVE_BITE:17,MOVE_FAKE_OUT:19,MOVE_RAPID_SPIN:20,MOVE_DETECT:22,MOVE_WATER_PULSE:25,MOVE_AQUA_TAIL:33,MOVE_SKULL_BASH:40,MOVE_ICE_BEAM:44,MOVE_IRON_DEFENSE:47,MOVE_RAIN_DANCE:54,MOVE_HYDRO_PUMP:60,MOVE_SHELL_SMASH:82	MOVE_FLIP_TURN,MOVE_ROAR,MOVE_ZEN_HEADBUTT,MOVE_ICE_BEAM,MOVE_BLIZZARD,MOVE_HYDRO_PUMP,MOVE_ICY_WIND,MOVE_WEATHER_BALL,MOVE_EARTHQUAKE,MOVE_DIG,MOVE_BRICK_BREAK,MOVE_AURA_SPHERE,MOVE_REFLECT,MOVE_ROCK_TOMB,MOVE_LIQUIDATION,MOVE_FOCUS_BLAST,MOVE_DRAGON_PULSE,MOVE_IRON_TAIL,MOVE_GYRO_BALL,MOVE_DARK_PULSE,MOVE_ROCK_SLIDE,MOVE_SCALD,MOVE_FLASH_CANNON,MOVE_DRAGON_TAIL,MOVE_BULLDOZE,MOVE_ICE_PUNCH,MOVE_BODY_PRESS,MOVE_SURF,MOVE_STRENGTH,MOVE_ROCK_SMASH,MOVE_WATERFALL,MOVE_WORK_UP,MOVE_POWER_UP_PUNCH,MOVE_IRON_DEFENSE,MOVE_SNOWSCAPE,MOVE_BODY_SLAM,MOVE_FOCUS_PUNCH,MOVE_RAIN_DANCE,MOVE_WATER_PULSE	NONE	FALSE	FALSE	NONE	FALSE	src/data/pokemon/species_info/gen_1_families.h	904	Measured	FALSE	NONE	NONE	UNK
SPECIES_BLASTOISE_GMAX	1495	9	Blastoise	gigantamax	isGigantamax	TYPE_WATER	TYPE_WATER	79	83	100	85	105	78	530	ABILITY_TORRENT	ABILITY_NONE	ABILITY_RAIN_DISH	45	239	literal	SpDefense:3	12.5	20	EGG_GROUP_MONSTER	EGG_GROUP_WATER_	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_SLOW	NONE	MOVE_SCALD:0,MOVE_FALSE_SWIPE:1,MOVE_FLASH_CANNON:1,MOVE_WATER_GUN:1,MOVE_SCALD:1,MOVE_ICY_WIND:1,MOVE_TAIL_WHIP:4,MOVE_WATER_GUN:7,MOVE_WITHDRAW:10,MOVE_BUBBLE:13,MOVE_BITE:17,MOVE_FAKE_OUT:19,MOVE_RAPID_SPIN:20,MOVE_DETECT:22,MOVE_WATER_PULSE:25,MOVE_AQUA_TAIL:33,MOVE_SKULL_BASH:40,MOVE_ICE_BEAM:44,MOVE_IRON_DEFENSE:47,MOVE_RAIN_DANCE:54,MOVE_HYDRO_PUMP:60,MOVE_SHELL_SMASH:82	MOVE_FLIP_TURN,MOVE_ROAR,MOVE_ZEN_HEADBUTT,MOVE_ICE_BEAM,MOVE_BLIZZARD,MOVE_HYDRO_PUMP,MOVE_ICY_WIND,MOVE_WEATHER_BALL,MOVE_EARTHQUAKE,MOVE_DIG,MOVE_BRICK_BREAK,MOVE_AURA_SPHERE,MOVE_REFLECT,MOVE_ROCK_TOMB,MOVE_LIQUIDATION,MOVE_FOCUS_BLAST,MOVE_DRAGON_PULSE,MOVE_IRON_TAIL,MOVE_GYRO_BALL,MOVE_DARK_PULSE,MOVE_ROCK_SLIDE,MOVE_SCALD,MOVE_FLASH_CANNON,MOVE_DRAGON_TAIL,MOVE_BULLDOZE,MOVE_ICE_PUNCH,MOVE_BODY_PRESS,MOVE_SURF,MOVE_STRENGTH,MOVE_ROCK_SMASH,MOVE_WATERFALL,MOVE_WORK_UP,MOVE_POWER_UP_PUNCH,MOVE_IRON_DEFENSE,MOVE_SNOWSCAPE,MOVE_BODY_SLAM,MOVE_FOCUS_PUNCH,MOVE_RAIN_DANCE,MOVE_WATER_PULSE	NONE	FALSE	FALSE	NONE	FALSE	src/data/pokemon/species_info/gen_1_families.h	963	Measured	FALSE	NONE	NONE	UNK
SPECIES_CATERPIE	10	10	Caterpie	base	NONE	TYPE_BUG	TYPE_BUG	45	30	35	20	20	45	195	ABILITY_SHIELD_DUST	ABILITY_NONE	ABILITY_RUN_AWAY	255	39	ternary_gen5plus:39|pre:53	HP:1	50	15	EGG_GROUP_BUG	NONE	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_FAST	EVO_LEVEL:7:SPECIES_METAPOD	MOVE_TACKLE:1,MOVE_STRING_SHOT:1,MOVE_BUG_BITE:7	MOVE_ELECTROWEB,MOVE_BUG_BITE	NONE	FALSE	FALSE	MAP_PETALBURG_WOODS:land_mons:5-6:20	TRUE	src/data/pokemon/species_info/gen_1_families.h	1023	Measured	FALSE	NONE	NONE	wild
SPECIES_METAPOD	11	11	Metapod	base	NONE	TYPE_BUG	TYPE_BUG	50	20	55	25	25	30	205	ABILITY_SHED_SKIN	ABILITY_NONE	ABILITY_NONE	120	72	literal	Defense:2	50	15	EGG_GROUP_BUG	NONE	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_FAST	EVO_LEVEL:10:SPECIES_BUTTERFREE	MOVE_HARDEN:0,MOVE_HARDEN:1,MOVE_BUG_BITE:1	MOVE_ELECTROWEB,MOVE_BUG_BITE,MOVE_IRON_DEFENSE	NONE	FALSE	FALSE	NONE	FALSE	src/data/pokemon/species_info/gen_1_families.h	1085	Measured	FALSE	NONE	NONE	UNK
SPECIES_BUTTERFREE	12	12	Butterfree	base	NONE	TYPE_BUG	TYPE_FLYING	60	45	50	95	80	70	400	ABILITY_COMPOUND_EYES	ABILITY_NONE	ABILITY_TINTED_LENS	45	173	literal	SpAttack:2,SpDefense:1	50	15	EGG_GROUP_BUG	NONE	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_FAST	NONE	MOVE_GUST:0,MOVE_GUST:1,MOVE_CONFUSION:1,MOVE_POUNCE:1,MOVE_PSYBEAM:11,MOVE_POISON_POWDER:13,MOVE_STUN_SPORE:13,MOVE_SLEEP_POWDER:13,MOVE_STRUGGLE_BUG:16,MOVE_SILVER_WIND:19,MOVE_SUPERSONIC:23,MOVE_SAFEGUARD:25,MOVE_AIR_CUTTER:27,MOVE_WHIRLWIND:29,MOVE_BUG_BUZZ:31,MOVE_RAGE_POWDER:35,MOVE_CAPTIVATE:37,MOVE_TAILWIND:41,MOVE_AIR_SLASH:43,MOVE_QUIVER_DANCE:58	MOVE_ELECTROWEB,MOVE_GIGA_DRAIN,MOVE_PSYCHIC,MOVE_SHADOW_BALL,MOVE_REFLECT,MOVE_TELEPORT,MOVE_DEFOG,MOVE_DRAINING_KISS,MOVE_THIEF,MOVE_HURRICANE,MOVE_ROOST,MOVE_ENERGY_BALL,MOVE_AIR_SLASH,MOVE_VENOSHOCK,MOVE_FUTURE_SIGHT,MOVE_AERIAL_ACE,MOVE_U_TURN,MOVE_DUAL_WINGBEAT,MOVE_ACROBATICS,MOVE_FLY,MOVE_FLASH,MOVE_BUG_BITE,MOVE_IRON_DEFENSE,MOVE_TAILWIND,MOVE_SUNNY_DAY,MOVE_SOLAR_BEAM,MOVE_BUG_BUZZ,MOVE_RAIN_DANCE,MOVE_SILVER_WIND	NONE	FALSE	FALSE	NONE	FALSE	src/data/pokemon/species_info/gen_1_families.h	1158	Measured	FALSE	NONE	NONE	UNK
SPECIES_BUTTERFREE_MEGA	1497	12	Butterfree	mega	isMegaEvolution	TYPE_BUG	TYPE_FLYING	60	45	100	140	100	80	525	ABILITY_COMPOUND_EYES	ABILITY_COMPOUND_EYES	ABILITY_COMPOUND_EYES	45	173	literal	SpAttack:2,SpDefense:1	50	15	EGG_GROUP_BUG	NONE	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_FAST	NONE	MOVE_GUST:0,MOVE_GUST:1,MOVE_CONFUSION:1,MOVE_POUNCE:1,MOVE_PSYBEAM:11,MOVE_POISON_POWDER:13,MOVE_STUN_SPORE:13,MOVE_SLEEP_POWDER:13,MOVE_STRUGGLE_BUG:16,MOVE_SILVER_WIND:19,MOVE_SUPERSONIC:23,MOVE_SAFEGUARD:25,MOVE_AIR_CUTTER:27,MOVE_WHIRLWIND:29,MOVE_BUG_BUZZ:31,MOVE_RAGE_POWDER:35,MOVE_CAPTIVATE:37,MOVE_TAILWIND:41,MOVE_AIR_SLASH:43,MOVE_QUIVER_DANCE:58	MOVE_ELECTROWEB,MOVE_GIGA_DRAIN,MOVE_PSYCHIC,MOVE_SHADOW_BALL,MOVE_REFLECT,MOVE_TELEPORT,MOVE_DEFOG,MOVE_DRAINING_KISS,MOVE_THIEF,MOVE_HURRICANE,MOVE_ROOST,MOVE_ENERGY_BALL,MOVE_AIR_SLASH,MOVE_VENOSHOCK,MOVE_FUTURE_SIGHT,MOVE_AERIAL_ACE,MOVE_U_TURN,MOVE_DUAL_WINGBEAT,MOVE_ACROBATICS,MOVE_FLY,MOVE_FLASH,MOVE_BUG_BITE,MOVE_IRON_DEFENSE,MOVE_TAILWIND,MOVE_SUNNY_DAY,MOVE_SOLAR_BEAM,MOVE_BUG_BUZZ,MOVE_RAIN_DANCE,MOVE_SILVER_WIND	NONE	FALSE	FALSE	NONE	FALSE	src/data/pokemon/species_info/gen_1_families.h	1238	Measured	FALSE	NONE	NONE	UNK
SPECIES_WEEDLE	13	13	Weedle	base	NONE	TYPE_BUG	TYPE_POISON	40	35	30	20	20	50	195	ABILITY_SHIELD_DUST	ABILITY_NONE	ABILITY_RUN_AWAY	255	39	ternary_gen5plus:39|pre:52	Speed:1	50	15	EGG_GROUP_BUG	NONE	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_FAST	EVO_LEVEL:7:SPECIES_KAKUNA	MOVE_POISON_STING:1,MOVE_STRING_SHOT:1,MOVE_BUG_BITE:7	MOVE_ELECTROWEB,MOVE_BUG_BITE	NONE	FALSE	FALSE	MAP_PETALBURG_WOODS:land_mons:5-6:10	TRUE	src/data/pokemon/species_info/gen_1_families.h	1301	Measured	FALSE	NONE	NONE	wild
SPECIES_KAKUNA	14	14	Kakuna	base	NONE	TYPE_BUG	TYPE_POISON	45	25	50	25	25	35	205	ABILITY_SHED_SKIN	ABILITY_NONE	ABILITY_NONE	120	72	ternary_gen5plus:72|pre:71	Defense:2	50	15	EGG_GROUP_BUG	NONE	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_FAST	EVO_LEVEL:10:SPECIES_BEEDRILL	MOVE_HARDEN:0,MOVE_HARDEN:1,MOVE_BUG_BITE:1	MOVE_ELECTROWEB,MOVE_BUG_BITE,MOVE_IRON_DEFENSE	NONE	FALSE	FALSE	NONE	FALSE	src/data/pokemon/species_info/gen_1_families.h	1364	Measured	FALSE	NONE	NONE	UNK
SPECIES_BEEDRILL	15	15	Beedrill	base	NONE	TYPE_BUG	TYPE_POISON	65	90	40	45	80	75	395	ABILITY_SWARM	ABILITY_NONE	ABILITY_SNIPER	45	198	literal	Attack:2,SpDefense:1	50	15	EGG_GROUP_BUG	NONE	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_FAST	NONE	MOVE_TWINEEDLE:0,MOVE_TWINEEDLE:1,MOVE_FURY_ATTACK:1,MOVE_POUNCE:1,MOVE_CROSS_POISON:14,MOVE_PURSUIT:17,MOVE_FOCUS_ENERGY:20,MOVE_VENOSHOCK:23,MOVE_ASSURANCE:26,MOVE_TOXIC_SPIKES:29,MOVE_PIN_MISSILE:32,MOVE_POISON_JAB:35,MOVE_AGILITY:38,MOVE_ENDEAVOR:41,MOVE_FELL_STINGER:44,MOVE_MEGAHORN:100	MOVE_ELECTROWEB,MOVE_GIGA_DRAIN,MOVE_BRICK_BREAK,MOVE_REFLECT,MOVE_SLUDGE_BOMB,MOVE_DEFOG,MOVE_THIEF,MOVE_ROOST,MOVE_VENOSHOCK,MOVE_KNOCK_OFF,MOVE_X_SCISSOR,MOVE_POISON_JAB,MOVE_AERIAL_ACE,MOVE_U_TURN,MOVE_GUNK_SHOT,MOVE_DUAL_WINGBEAT,MOVE_ACROBATICS,MOVE_CUT,MOVE_FLY,MOVE_FLASH,MOVE_ROCK_SMASH,MOVE_BUG_BITE,MOVE_IRON_DEFENSE,MOVE_TAILWIND,MOVE_DRILL_RUN,MOVE_SWORDS_DANCE,MOVE_PIN_MISSILE,MOVE_SUNNY_DAY,MOVE_SOLAR_BEAM,MOVE_MEGAHORN	NONE	FALSE	FALSE	NONE	FALSE	src/data/pokemon/species_info/gen_1_families.h	1428	Measured	FALSE	NONE	NONE	UNK
SPECIES_BEEDRILL_MEGA	910	15	Beedrill	mega	isMegaEvolution	TYPE_BUG	TYPE_POISON	65	150	40	15	80	145	495	ABILITY_ADAPTABILITY	ABILITY_ADAPTABILITY	ABILITY_ADAPTABILITY	45	248	ternary_gen5plus:248|pre:223	Attack:2,SpDefense:1	50	15	EGG_GROUP_BUG	NONE	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_FAST	NONE	MOVE_TWINEEDLE:0,MOVE_TWINEEDLE:1,MOVE_FURY_ATTACK:1,MOVE_POUNCE:1,MOVE_CROSS_POISON:14,MOVE_PURSUIT:17,MOVE_FOCUS_ENERGY:20,MOVE_VENOSHOCK:23,MOVE_ASSURANCE:26,MOVE_TOXIC_SPIKES:29,MOVE_PIN_MISSILE:32,MOVE_POISON_JAB:35,MOVE_AGILITY:38,MOVE_ENDEAVOR:41,MOVE_FELL_STINGER:44,MOVE_MEGAHORN:100	MOVE_ELECTROWEB,MOVE_GIGA_DRAIN,MOVE_BRICK_BREAK,MOVE_REFLECT,MOVE_SLUDGE_BOMB,MOVE_DEFOG,MOVE_THIEF,MOVE_ROOST,MOVE_VENOSHOCK,MOVE_KNOCK_OFF,MOVE_X_SCISSOR,MOVE_POISON_JAB,MOVE_AERIAL_ACE,MOVE_U_TURN,MOVE_GUNK_SHOT,MOVE_DUAL_WINGBEAT,MOVE_ACROBATICS,MOVE_CUT,MOVE_FLY,MOVE_FLASH,MOVE_ROCK_SMASH,MOVE_BUG_BITE,MOVE_IRON_DEFENSE,MOVE_TAILWIND,MOVE_DRILL_RUN,MOVE_SWORDS_DANCE,MOVE_PIN_MISSILE,MOVE_SUNNY_DAY,MOVE_SOLAR_BEAM,MOVE_MEGAHORN	NONE	FALSE	FALSE	NONE	FALSE	src/data/pokemon/species_info/gen_1_families.h	1504	Measured	FALSE	NONE	NONE	UNK
SPECIES_PIDGEY	16	16	Pidgey	base	NONE	TYPE_NORMAL	TYPE_FLYING	40	45	40	35	35	56	251	ABILITY_FRISK	ABILITY_NONE	ABILITY_NO_GUARD	255	50	ternary_gen5plus:50|pre:55	Speed:1	50	15	EGG_GROUP_FLYING	NONE	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_SLOW	EVO_LEVEL:16:SPECIES_PIDGEOTTO	MOVE_TACKLE:1,MOVE_FEATHER_DANCE:5,MOVE_GUST:9,MOVE_QUICK_ATTACK:13,MOVE_TAKE_DOWN:15,MOVE_WHIRLWIND:17,MOVE_RETURN:21,MOVE_ROOST:23,MOVE_AGILITY:29,MOVE_FLY:33,MOVE_TAILWIND:41,MOVE_MIRROR_MOVE:45,MOVE_AIR_SLASH:49,MOVE_HURRICANE:53	MOVE_HEAT_WAVE,MOVE_REFLECT,MOVE_DEFOG,MOVE_THIEF,MOVE_STEEL_WING,MOVE_HURRICANE,MOVE_ROOST,MOVE_AIR_SLASH,MOVE_AERIAL_ACE,MOVE_PLUCK,MOVE_U_TURN,MOVE_DUAL_WINGBEAT,MOVE_BRAVE_BIRD,MOVE_FLY,MOVE_WORK_UP,MOVE_TAILWIND,MOVE_SUNNY_DAY,MOVE_RAIN_DANCE	MOVE_PURSUIT,MOVE_FEINT_ATTACK,MOVE_FORESIGHT,MOVE_STEEL_WING,MOVE_AIR_CUTTER,MOVE_AIR_SLASH,MOVE_UPROAR,MOVE_DEFOG	FALSE	FALSE	MAP_ROUTE101:land_mons:2-5:10|MAP_ROUTE132:water_mons:5-35:60|MAP_ROUTE132:water_mons:10-30:30|MAP_RUSTBORO_CITY:land_mons:5-6:10|MAP_RUSTBORO_CITY:land_mons:5-6:10	TRUE	src/data/pokemon/species_info/gen_1_families.h	1567	Measured	FALSE	NONE	NONE	wild
