species_const	species_name	checkpoint	roster_cp	roster_borrowed	level	floor_score	floor_moves	ceiling_score	ceiling_track	ceiling_ability	ceiling_nature	ceiling_item	ceiling_moves	ceiling_item_reliable	investment_delta	item_dependence	unreliable_best_item	ceiling_verdict_score	ceiling_win_rate	ceiling_chipped_win_rate	ceiling_outspeeds_rate	ceiling_mean_margin	cells	candidates_tested	beats_sample	loses_to_sample	confidence
SPECIES_WOOBAT	Woobat	14	14	FALSE	74	0.0119	Heat Wave,Endeavor,Calm Mind,Psychic	0.0714	support	ABILITY_UNAWARE	Calm	ITEM_BERRY_JUICE	Future Sight,Light Screen,Reflect,Defog	TRUE	0.0595	0.1905	ITEM_LIFE_ORB	0.0714	0.0	0.0	0.0	-57.071	7	8	NONE	NONE	Derived
SPECIES_BUNNELBY	Bunnelby	14	14	FALSE	74	0.0	Earthquake,Facade,Super Fang,Bounce	0.0714	physical	ABILITY_PICKUP	Jolly	ITEM_METAL_COAT	Take Down,Earthquake,Iron Tail,Strength	TRUE	0.0714	0.0834	ITEM_CHOICE_BAND	0.0	0.0	0.0	0.1429	-16.5	7	16	NONE	NONE	Derived
SPECIES_WIMPOD	Wimpod	14	14	FALSE	74	0.0	Struggle Bug	0.0714	support	ABILITY_WIMP_OUT	Calm	ITEM_BERRY_JUICE	Surf,Rain Dance,Spikes,Bug Buzz	TRUE	0.0714	0.0953	ITEM_CHOICE_BAND	0.0714	0.0	0.0	0.0	-21.5	7	8	NONE	NONE	Derived
SPECIES_SOBBLE	Sobble	14	14	FALSE	74	0.0119	Rain Dance,Soak,Liquidation,U-turn	0.0714	support	ABILITY_TORRENT	Calm	ITEM_BERRY_JUICE	Surf,Light Screen,Reflect,Liquidation	TRUE	0.0595	0.0715	ITEM_CHOICE_SPECS	0.0	0.0	0.0	0.0	-30.929	7	8	NONE	NONE	Derived
SPECIES_TAROUNTULA	Tarountula	14	14	FALSE	74	0.0714	Skitter Smack,Throat Chop,Circle Throw,Gastro Acid	0.0714	support	ABILITY_INSOMNIA	Calm	ITEM_BERRY_JUICE	Bug Buzz,Sticky Web,Sunny Day,Rain Dance	TRUE	0.0	0.131	ITEM_CHOICE_BAND	0.0714	0.0	0.0	0.0	-21.071	7	8	NONE	NONE	Derived
SPECIES_VAROOM	Varoom	14	14	FALSE	74	0.1071	Gunk Shot,Spin Out,Uproar,Poison Jab	0.0714	support	ABILITY_OVERCOAT	Calm	ITEM_BERRY_JUICE	Steel Beam,Stealth Rock,Sunny Day,Sandstorm	TRUE	-0.0357	0.2143	ITEM_LIFE_ORB	0.0	0.0	0.0	0.0	-18.786	7	8	NONE	NONE	Derived
SPECIES_TENTACOOL	Tentacool	14	14	FALSE	74	0.0119	Wring Out,Hydro Pump,Sludge Wave,Hex	0.0595	support	ABILITY_CLEAR_BODY	Calm	ITEM_BERRY_JUICE	Hydro Pump,Toxic Spikes,Reflect,Snowscape	TRUE	0.0476	0.1667	ITEM_CHOICE_SPECS	0.0	0.0	0.0	0.0	-31.071	7	8	NONE	NONE	Derived
SPECIES_MAGIKARP	Magikarp	14	14	FALSE	74	0.0	Flail,Tackle,Splash	0.0595	special	ABILITY_SWIFT_SWIM	Modest	ITEM_CHOICE_SPECS	Hydro Pump	FALSE	0.0595	0.0	NA	0.0	0.0	0.0	0.2857	-30.5	7	4	NONE	NONE	Derived
SPECIES_FERROSEED	Ferroseed	14	14	FALSE	74	0.1905	Explosion,Flash Cannon,Payback,Iron Head	0.0595	support	ABILITY_IRON_BARBS	Calm	ITEM_BERRY_JUICE	Steel Beam,Thunder Wave,Stealth Rock,Sunny Day	TRUE	-0.131	0.2976	ITEM_CHOICE_BAND	0.0	0.0	0.0	0.0	-18.75	7	8	NONE	NONE	Derived
SPECIES_WOOLOO	Wooloo	14	14	FALSE	74	0.0357	Double-Edge,Cotton Guard,Reversal,Guard Swap	0.0595	support	ABILITY_FLUFFY	Careful	ITEM_BERRY_JUICE	Double-Edge,Take Down,Headbutt,Stomp	TRUE	0.0238	0.0	NA	0.0	0.0	0.0	0.0	-30.214	7	4	NONE	NONE	Derived
SPECIES_VULPIX_ALOLA	Vulpix-Alola	14	14	FALSE	74	0.0	Captivate,Grudge,Blizzard,Imprison	0.0476	support	ABILITY_SERENE_GRACE	Calm	ITEM_BERRY_JUICE	Blizzard,Roar,Snowscape,Rain Dance	TRUE	0.0476	0.2143	ITEM_CHOICE_SPECS	0.0	0.0	0.0	0.0	-18.286	7	8	NONE	NONE	Derived
SPECIES_GOLDEEN	Goldeen	14	14	FALSE	74	0.0952	Megahorn,Soak,Waterfall,Agility	0.0476	support	ABILITY_LIGHTNING_ROD	Careful	ITEM_BERRY_JUICE	Hydro Pump,Rain Dance,Surf,Aqua Tail	TRUE	-0.0476	0.2738	ITEM_CHOICE_BAND	0.0	0.0	0.0	0.0	-30.643	7	8	NONE	NONE	Derived
SPECIES_TOTODILE	Totodile	14	14	FALSE	74	0.1071	Hydro Pump,Superpower,Aqua Tail,Thrash	0.0476	support	ABILITY_SHEER_FORCE	Careful	ITEM_BERRY_JUICE	Hydro Pump,Snowscape,Rain Dance,Aqua Tail	TRUE	-0.0595	0.2262	ITEM_CHOICE_BAND	0.0	0.0	0.0	0.0	-30.643	7	8	NONE	NONE	Derived
SPECIES_NICKIT	Nickit	14	14	FALSE	74	0.119	Foul Play,Dark Pulse,Night Slash,Sucker Punch	0.0476	special	ABILITY_RUN_AWAY	Timid	ITEM_BLACK_GLASSES	Dark Pulse,Hone Claws,Snarl	TRUE	-0.0714	0.0119	ITEM_LIFE_ORB	0.0	0.0	0.0	0.0	-17.5	7	4	NONE	NONE	Derived
SPECIES_HATENNA	Hatenna	14	14	FALSE	74	0.0595	Healing Wish,Psychic,Dazzling Gleam,Heal Pulse	0.0476	support	ABILITY_MAGIC_BOUNCE	Calm	ITEM_BERRY_JUICE	Psychic,Aromatherapy,Healing Wish,Light Screen	TRUE	-0.0119	0.1548	ITEM_CHOICE_SPECS	0.0	0.0	0.0	0.0	-57.357	7	8	NONE	NONE	Derived
SPECIES_TANDEMAUS	Tandemaus	14	14	FALSE	74	0.1548	Tidy Up,Beat Up,Population Bomb,Copycat	0.0476	support	ABILITY_RUN_AWAY	Calm	ITEM_BERRY_JUICE	Hyper Voice,Sunny Day,Rain Dance,Pound	TRUE	-0.1072	0.2381	ITEM_CHOICE_BAND	0.0	0.0	0.0	0.0	-30.643	7	8	NONE	NONE	Derived
SPECIES_FLITTLE	Flittle	14	14	FALSE	74	0.0	Uproar,Agility,Pluck,Psybeam	0.0476	support	ABILITY_SPEED_BOOST	Calm	ITEM_BERRY_JUICE	Psychic,Light Screen,Reflect,Roost	TRUE	0.0476	0.1905	ITEM_CHOICE_SPECS	0.0	0.0	0.0	0.0	-57.357	7	8	NONE	NONE	Derived
SPECIES_MANTYKE	Mantyke	14	14	FALSE	74	0.0595	Hydro Pump,Bounce,Aqua Ring,Air Slash	0.0357	support	ABILITY_SWIFT_SWIM	Careful	ITEM_BERRY_JUICE	Hydro Pump,Rain Dance,Surf,Bounce	TRUE	-0.0238	0.2381	ITEM_CHOICE_SPECS	0.0	0.0	0.0	0.0	-17.214	7	8	NONE	NONE	Derived
SPECIES_DUSKULL	Duskull	14	14	FALSE	74	0.0	Future Sight,Payback,Mean Look,Shadow Ball	0.0357	support	ABILITY_LEVITATE	Careful	ITEM_BERRY_JUICE	Poltergeist,Will-O-Wisp,Trick Room,Sunny Day	TRUE	0.0357	0.2143	ITEM_CHOICE_BAND	0.0	0.0	0.0	0.0	-17.929	7	8	NONE	NONE	Derived
SPECIES_PATRAT	Patrat	14	14	FALSE	74	0.0119	Slam,Mean Look,Nasty Plot,Hyper Fang	0.0357	support	ABILITY_ANALYTIC	Careful	ITEM_BERRY_JUICE	Body Slam,Sunny Day,Rain Dance,Hyper Fang	TRUE	0.0238	0.1191	ITEM_CHOICE_BAND	0.0	0.0	0.0	0.0	-30.643	7	8	NONE	NONE	Derived
SPECIES_YAMASK	Yamask	14	14	FALSE	74	0.0	Destiny Bond,Mean Look,Grudge,Shadow Ball	0.0357	support	ABILITY_MUMMY	Careful	ITEM_BERRY_JUICE	Poltergeist,Will-O-Wisp,Trick Room,Rain Dance	TRUE	0.0357	0.2143	ITEM_CHOICE_SPECS	0.0	0.0	0.0	0.0	-18.643	7	8	NONE	NONE	Derived
SPECIES_SURSKIT	Surskit	14	14	FALSE	74	0.0	Sticky Web,Aqua Jet,Mist,Haze	0.0238	support	ABILITY_SWIFT_SWIM	Calm	ITEM_BERRY_JUICE	Hydro Pump,Sunny Day,Rain Dance,Liquidation	TRUE	0.0238	0.2857	ITEM_LIFE_ORB	0.0	0.0	0.0	0.0	-31.643	7	8	NONE	NONE	Derived
SPECIES_TYMPOLE	Tympole	14	14	FALSE	74	0.0	Hyper Voice,Hydro Pump,Echoed Voice,Flail	0.0238	support	ABILITY_SWIFT_SWIM	Calm	ITEM_BERRY_JUICE	Hydro Pump,Snowscape,Muddy Water,Surf	TRUE	0.0238	0.0	NA	0.0	0.0	0.0	0.0	-31.5	7	4	NONE	NONE	Derived
SPECIES_DIGLETT_ALOLA	Diglett-Alola	14	14	FALSE	74	0.0595	Earthquake,Iron Head,Dig,Earth Power	0.0119	support	ABILITY_SAND_VEIL	Calm	ITEM_BERRY_JUICE	Steel Beam,Stealth Rock,Sunny Day,Sandstorm	TRUE	-0.0476	0.3214	ITEM_CHOICE_BAND	0.0	0.0	0.0	0.0	-19.071	7	8	NONE	NONE	Derived
SPECIES_SKORUPI	Skorupi	14	14	FALSE	74	0.0357	Cross Poison,Fell Stinger,Crunch,Scary Face	0.0119	support	ABILITY_BATTLE_ARMOR	Calm	ITEM_BERRY_JUICE	Sludge Bomb,Toxic Spikes,Sunny Day,Rain Dance	TRUE	-0.0238	0.2143	ITEM_LIFE_ORB	0.0	0.0	0.0	0.0	-20.786	7	8	NONE	NONE	Derived
SPECIES_BLIPBUG	Blipbug	14	14	FALSE	74	0.0	Struggle Bug	0.0119	support	ABILITY_SWARM	Calm	ITEM_BERRY_JUICE	Struggle Bug,Recover,Sticky Web,Infestation	TRUE	0.0119	0.0	NA	0.0	0.0	0.0	0.0	-27.786	7	4	NONE	NONE	Derived
SPECIES_SANDSHREW_ALOLA	Sandshrew-Alola	14	14	FALSE	74	0.0119	Snowscape,Swords Dance,Gyro Ball,Iron Head	0.0	support	ABILITY_SLUSH_RUSH	Calm	ITEM_BERRY_JUICE	Steel Beam,Snowscape,Stealth Rock,Sunny Day	TRUE	-0.0119	0.2857	ITEM_CHOICE_BAND	0.0	0.0	0.0	0.0	-22.786	7	8	NONE	NONE	Derived
SPECIES_POLIWAG	Poliwag	14	14	FALSE	74	0.0119	Mud Bomb,Hydro Pump,Wake-Up Slap,Belly Drum	0.0	support	ABILITY_WATER_ABSORB	Calm	ITEM_BERRY_JUICE	Hydro Pump,Rain Dance,Snowscape,Surf	TRUE	-0.0119	0.1429	ITEM_CHOICE_BAND	0.0	0.0	0.0	0.0	-32.643	7	8	NONE	NONE	Derived
SPECIES_WOOPER	Wooper	14	14	FALSE	74	0.0	Muddy Water,Mist,Haze,Rain Dance	0.0	support	ABILITY_DAMP	Calm	ITEM_BERRY_JUICE	Hydro Pump,Yawn,Rain Dance,Snowscape	TRUE	0.0	0.2619	ITEM_CHOICE_BAND	0.0	0.0	0.0	0.0	-32.143	7	8	NONE	NONE	Derived
SPECIES_SWINUB	Swinub	14	14	FALSE	74	0.0238	Amnesia,Icicle Crash,Flail,Earthquake	0.0	support	ABILITY_OBLIVIOUS	Calm	ITEM_BERRY_JUICE	Blizzard,Roar,Light Screen,Reflect	TRUE	-0.0238	0.2619	ITEM_CHOICE_BAND	0.0	0.0	0.0	0.0	-20.429	7	8	NONE	NONE	Derived
SPECIES_FEEBAS	Feebas	14	14	FALSE	74	0.0	Flail,Tackle,Splash	0.0	support	ABILITY_SWIFT_SWIM	Calm	ITEM_BERRY_JUICE	Surf,Light Screen,Snowscape,Rain Dance	TRUE	0.0	0.0238	ITEM_CHOICE_BAND	0.0	0.0	0.0	0.0	-39.071	7	8	NONE	NONE	Derived
SPECIES_MUNNA	Munna	14	14	FALSE	74	0.0476	Stored Power,Dream Eater,Psychic,Calm Mind	0.0	support	ABILITY_SYNCHRONIZE	Calm	ITEM_BERRY_JUICE	Synchronoise,Yawn,Moonlight,Hypnosis	TRUE	-0.0476	0.2738	ITEM_CHOICE_SPECS	0.0	0.0	0.0	0.0	-96.0	7	8	NONE	NONE	Derived
SPECIES_CHEWTLE	Chewtle	14	14	FALSE	74	0.0714	Body Slam,Liquidation,Jaw Lock,Counter	0.0	support	ABILITY_STRONG_JAW	Careful	ITEM_BERRY_JUICE	Hydro Pump,Surf,Liquidation,Flip Turn	TRUE	-0.0714	0.25	ITEM_CHOICE_BAND	0.0	0.0	0.0	0.0	-31.214	7	8	NONE	NONE	Derived
SPECIES_DREEPY	Dreepy	14	14	FALSE	74	0.0	Astonish,Bite,Infestation,Quick Attack	0.0	support	ABILITY_CLEAR_BODY	Careful	ITEM_BERRY_JUICE	Dragon Tail,Sucker Punch,Astonish,Bite	TRUE	0.0	0.2619	ITEM_CHOICE_BAND	0.0	0.0	0.0	0.0	-17.714	7	8	NONE	NONE	Derived
SPECIES_WIGLETT	Wiglett	14	14	FALSE	74	0.0	Throat Chop,Sucker Punch,Waterfall,Headbutt	0.0	support	ABILITY_GOOEY	Calm	ITEM_BERRY_JUICE	Hydro Pump,Rain Dance,Memento,Surf	TRUE	0.0	0.2619	ITEM_CHOICE_BAND	0.0	0.0	0.0	0.1429	-32.643	7	8	NONE	NONE	Derived
SPECIES_VENUSAUR_MEGA	Venusaur-Mega	15	15	FALSE	76	0.5312	Chloroblast,Solar Beam,Petal Blizzard,Synthesis	1.0	special	ABILITY_THICK_FAT	Modest	ITEM_WEAKNESS_POLICY	Petal Dance,Sludge Bomb,Earth Power,Solar Beam	TRUE	0.4688	0.0	NA	1.0	1.0	1.0	0.125	96.875	8	4	Alakazam-Mega@Leader Liza,Alakazam@Leader Liza,Espathra@Leader Tate,Farigiraf@Leader Liza,Iron Leaves@Leader Liza	NONE	Derived
SPECIES_BLASTOISE	Blastoise	15	15	FALSE	76	0.3542	Hydro Pump,Rain Dance,Iron Defense,Ice Beam	1.0	special	ABILITY_TORRENT	Modest	ITEM_WEAKNESS_POLICY	Hydro Pump,Focus Blast,Blizzard,Surf	TRUE	0.6458	0.0	NA	1.0	1.0	1.0	0.125	96.5	8	12	Alakazam-Mega@Leader Liza,Alakazam@Leader Liza,Espathra@Leader Tate,Farigiraf@Leader Liza,Iron Leaves@Leader Liza	NONE	Derived
SPECIES_BLASTOISE_MEGA	Blastoise-Mega	15	15	FALSE	76	0.5	Hydro Pump,Rain Dance,Iron Defense,Ice Beam	1.0	special	ABILITY_MEGA_LAUNCHER	Modest	ITEM_WEAKNESS_POLICY	Hydro Pump,Focus Blast,Blizzard,Surf	TRUE	0.5	0.0	NA	1.0	1.0	1.0	0.125	96.875	8	4	Alakazam-Mega@Leader Liza,Alakazam@Leader Liza,Espathra@Leader Tate,Farigiraf@Leader Liza,Iron Leaves@Leader Liza	NONE	Derived
SPECIES_PICHU	Pichu	15	15	FALSE	76	0.0	Thunder Wave,Nasty Plot,Sweet Kiss,Tail Whip	1.0	physical	ABILITY_STATIC	Adamant	ITEM_FAIRY_FEATHER	Wild Charge,Iron Tail,Play Rough,Thunder Punch	TRUE	1.0	0.0	NA	1.0	1.0	1.0	0.0	95.375	8	16	Alakazam-Mega@Leader Liza,Alakazam@Leader Liza,Espathra@Leader Tate,Farigiraf@Leader Liza,Iron Leaves@Leader Liza	NONE	Derived
SPECIES_CLEFAIRY	Clefairy	15	15	FALSE	76	0.0417	After You,Healing Wish,Meteor Mash,Gravity	1.0	special	ABILITY_CUTE_CHARM	Modest	ITEM_FAIRY_FEATHER	Misty Explosion,Solar Beam,Meteor Beam,Moonblast	TRUE	0.9583	0.0	NA	1.0	1.0	1.0	0.0	96.875	8	8	Alakazam-Mega@Leader Liza,Alakazam@Leader Liza,Espathra@Leader Tate,Farigiraf@Leader Liza,Iron Leaves@Leader Liza	NONE	Derived
SPECIES_IGGLYBUFF	Igglybuff	15	15	FALSE	76	0.0	Lovely Kiss,Copycat,Sweet Kiss,Pound	1.0	special	ABILITY_CUTE_CHARM	Modest	ITEM_FAIRY_FEATHER	Hyper Voice,Alluring Voice,Solar Beam,Draining Kiss	TRUE	1.0	0.0	NA	1.0	1.0	1.0	0.0	94.75	8	8	Alakazam-Mega@Leader Liza,Alakazam@Leader Liza,Espathra@Leader Tate,Farigiraf@Leader Liza,Iron Leaves@Leader Liza	NONE	Derived
SPECIES_JIGGLYPUFF	Jigglypuff	15	15	FALSE	76	0.2917	Lovely Kiss,Double-Edge,Hyper Voice,Mimic	1.0	mixed	ABILITY_CUTE_CHARM	Rash	ITEM_FAIRY_FEATHER	Double-Edge,Misty Explosion,Hyper Voice,Play Rough	TRUE	0.7083	0.0	NA	1.0	1.0	1.0	0.0	96.75	8	16	Alakazam-Mega@Leader Liza,Alakazam@Leader Liza,Espathra@Leader Tate,Farigiraf@Leader Liza,Iron Leaves@Leader Liza	NONE	Derived
SPECIES_BELLOSSOM	Bellossom	15	15	FALSE	76	0.7292	Leaf Storm,Strength Sap,Fiery Dance,Quiver Dance	1.0	mixed	ABILITY_CHLOROPHYLL	Naive	ITEM_FAIRY_FEATHER	Leaf Storm,Moonblast,Leaf Blade,Play Rough	TRUE	0.2708	0.0	NA	1.0	1.0	1.0	0.0	96.375	8	12	Alakazam-Mega@Leader Liza,Alakazam@Leader Liza,Espathra@Leader Tate,Farigiraf@Leader Liza,Iron Leaves@Leader Liza	NONE	Derived
SPECIES_ANNIHILAPE	Annihilape	15	15	FALSE	76	0.5938	Rage Fist,Close Combat,Final Gambit,Cross Chop	1.0	physical	ABILITY_VITAL_SPIRIT	Jolly	ITEM_WEAKNESS_POLICY	Focus Punch,Phantom Force,Outrage,Close Combat	TRUE	0.4062	0.0	NA	1.0	1.0	1.0	0.125	97.625	8	4	Alakazam-Mega@Leader Liza,Alakazam@Leader Liza,Espathra@Leader Tate,Farigiraf@Leader Liza,Iron Leaves@Leader Liza	NONE	Derived
SPECIES_TENTACRUEL	Tentacruel	15	15	FALSE	76	0.2917	Wring Out,Hydro Pump,Sludge Wave,Hex	1.0	special	ABILITY_CLEAR_BODY	Timid	ITEM_WEAKNESS_POLICY	Hydro Pump,Sludge Wave,Wring Out,Sludge Bomb	TRUE	0.7083	0.0	NA	1.0	1.0	1.0	0.375	96.75	8	4	Alakazam-Mega@Leader Liza,Alakazam@Leader Liza,Espathra@Leader Tate,Farigiraf@Leader Liza,Iron Leaves@Leader Liza	NONE	Derived
SPECIES_SLOWBRO	Slowbro	15	15	FALSE	76	0.1146	Heal Pulse,Psych Up,Rain Dance,Psychic	1.0	special	ABILITY_OBLIVIOUS	Modest	ITEM_WEAKNESS_POLICY	Future Sight,Hydro Pump,Focus Blast,Psychic	TRUE	0.8854	0.0	NA	1.0	1.0	1.0	0.0	96.125	8	4	Alakazam-Mega@Leader Liza,Alakazam@Leader Liza,Espathra@Leader Tate,Farigiraf@Leader Liza,Iron Leaves@Leader Liza	NONE	Derived
SPECIES_SLOWKING	Slowking	15	15	FALSE	76	0.1146	Heal Pulse,Psych Up,Trump Card,Psychic	1.0	special	ABILITY_OBLIVIOUS	Modest	ITEM_WEAKNESS_POLICY	Future Sight,Hydro Pump,Focus Blast,Psychic	TRUE	0.8854	0.0	NA	1.0	1.0	1.0	0.0	96.125	8	4	Alakazam-Mega@Leader Liza,Alakazam@Leader Liza,Espathra@Leader Tate,Farigiraf@Leader Liza,Iron Leaves@Leader Liza	NONE	Derived
SPECIES_SLOWBRO_MEGA	Slowbro-Mega	15	15	FALSE	76	0.2396	Heal Pulse,Psych Up,Rain Dance,Psychic	1.0	special	ABILITY_REGENERATOR	Modest	ITEM_WEAKNESS_POLICY	Future Sight,Hydro Pump,Focus Blast,Psychic	TRUE	0.7604	0.0	NA	1.0	1.0	1.0	0.0	96.5	8	4	Alakazam-Mega@Leader Liza,Alakazam@Leader Liza,Espathra@Leader Tate,Farigiraf@Leader Liza,Iron Leaves@Leader Liza	NONE	Derived
SPECIES_SLOWKING_GALAR	Slowking-Galar	15	15	FALSE	76	0.0938	Heal Pulse,Rain Dance,Psych Up,Psychic	1.0	special	ABILITY_OBLIVIOUS	Modest	ITEM_WEAKNESS_POLICY	Future Sight,Sludge Wave,Focus Blast,Psychic	TRUE	0.9062	0.0	NA	1.0	1.0	1.0	0.0	96.5	8	4	Alakazam-Mega@Leader Liza,Alakazam@Leader Liza,Espathra@Leader Tate,Farigiraf@Leader Liza,Iron Leaves@Leader Liza	NONE	Derived
SPECIES_MUK	Muk	15	15	FALSE	76	0.4375	Memento,Belch,Acid Armor,Gunk Shot	1.0	physical	ABILITY_REGENERATOR	Jolly	ITEM_WEAKNESS_POLICY	Gunk Shot,Explosion,Focus Punch,Poison Jab	TRUE	0.5625	0.0	NA	1.0	1.0	1.0	0.0	97.5	8	4	Alakazam-Mega@Leader Liza,Alakazam@Leader Liza,Espathra@Leader Tate,Farigiraf@Leader Liza,Iron Leaves@Leader Liza	NONE	Derived
SPECIES_MUK_ALOLA	Muk-Alola	15	15	FALSE	76	0.5625	Sucker Punch,Memento,Belch,Acid Armor	1.0	physical	ABILITY_POISON_TOUCH	Jolly	ITEM_WEAKNESS_POLICY	Gunk Shot,Crunch,Explosion,Poison Jab	TRUE	0.4375	0.0	NA	1.0	1.0	1.0	0.0	97.5	8	4	Alakazam-Mega@Leader Liza,Alakazam@Leader Liza,Espathra@Leader Tate,Farigiraf@Leader Liza,Iron Leaves@Leader Liza	NONE	Derived
SPECIES_STEELIX	Steelix	15	15	FALSE	76	0.5208	Spin Out,Earthquake,Sandstorm,Double-Edge	1.0	physical	ABILITY_ROCK_HEAD	Adamant	ITEM_WEAKNESS_POLICY	Spin Out,Earthquake,Explosion,Iron Tail	TRUE	0.4792	0.0	NA	1.0	1.0	1.0	0.0	97.25	8	4	Alakazam-Mega@Leader Liza,Alakazam@Leader Liza,Espathra@Leader Tate,Farigiraf@Leader Liza,Iron Leaves@Leader Liza	NONE	Derived
SPECIES_STEELIX_MEGA	Steelix-Mega	15	15	FALSE	76	0.7188	Spin Out,Earthquake,Sandstorm,Double-Edge	1.0	physical	ABILITY_HEATPROOF	Adamant	ITEM_WEAKNESS_POLICY	Spin Out,Earthquake,Explosion,Iron Tail	TRUE	0.2812	0.0	NA	1.0	1.0	1.0	0.0	97.5	8	4	Alakazam-Mega@Leader Liza,Alakazam@Leader Liza,Espathra@Leader Tate,Farigiraf@Leader Liza,Iron Leaves@Leader Liza	NONE	Derived
SPECIES_WEEZING_GALAR	Weezing-Galar	15	15	FALSE	76	0.3958	Misty Terrain,Destiny Bond,Memento,Explosion	1.0	mixed	ABILITY_LEVITATE	Naive	ITEM_FAIRY_FEATHER	Belch,Gunk Shot,Misty Explosion,Play Rough	TRUE	0.6042	0.0	NA	1.0	1.0	1.0	0.0	97.25	8	12	Alakazam-Mega@Leader Liza,Alakazam@Leader Liza,Espathra@Leader Tate,Farigiraf@Leader Liza,Iron Leaves@Leader Liza	NONE	Derived
SPECIES_KANGASKHAN_MEGA	Kangaskhan-Mega	15	15	FALSE	76	0.3958	Reversal,Sucker Punch,Outrage,Endure	1.0	physical	ABILITY_PARENTAL_BOND	Adamant	ITEM_WEAKNESS_POLICY	Double-Edge,Focus Punch,Outrage,Body Slam	TRUE	0.6042	0.0	NA	1.0	1.0	1.0	0.125	97.375	8	4	Alakazam-Mega@Leader Liza,Alakazam@Leader Liza,Espathra@Leader Tate,Farigiraf@Leader Liza,Iron Leaves@Leader Liza	NONE	Derived
SPECIES_LAPRAS	Lapras	15	15	FALSE	76	0.7604	Dragon Hammer,Boomburst,Wish,Dragon Dance	1.0	physical	ABILITY_WATER_ABSORB	Adamant	ITEM_WEAKNESS_POLICY	Outrage,Liquidation,Megahorn,Dragon Hammer	TRUE	0.2396	0.0	NA	1.0	1.0	1.0	0.0	97.125	8	12	Alakazam-Mega@Leader Liza,Alakazam@Leader Liza,Espathra@Leader Tate,Farigiraf@Leader Liza,Iron Leaves@Leader Liza	NONE	Derived
SPECIES_LAPRAS_MEGA	Lapras-Mega	15	15	FALSE	76	0.8021	Dragon Hammer,Boomburst,Wish,Dragon Dance	1.0	physical	ABILITY_LIQUID_VOICE	Adamant	ITEM_WEAKNESS_POLICY	Outrage,Liquidation,Megahorn,Dragon Hammer	TRUE	0.1979	0.0	NA	1.0	1.0	1.0	0.125	97.125	8	12	Alakazam-Mega@Leader Liza,Alakazam@Leader Liza,Espathra@Leader Tate,Farigiraf@Leader Liza,Iron Leaves@Leader Liza	NONE	Derived
SPECIES_DRAGONITE	Dragonite	15	15	FALSE	76	0.5312	Dragon Dance,Outrage,Safeguard,Dragon Rush	1.0	physical	ABILITY_INNER_FOCUS	Adamant	ITEM_WEAKNESS_POLICY	Outrage,Fly,Focus Punch,Dragon Rush	TRUE	0.4688	0.0	NA	1.0	1.0	1.0	0.125	97.375	8	4	Alakazam-Mega@Leader Liza,Alakazam@Leader Liza,Espathra@Leader Tate,Farigiraf@Leader Liza,Iron Leaves@Leader Liza	NONE	Derived
SPECIES_MEGANIUM	Meganium	15	15	FALSE	76	0.3646	Petal Blizzard,Solar Beam,Aromatherapy,Safeguard	1.0	special	ABILITY_OVERGROW	Modest	ITEM_FAIRY_FEATHER	Petal Dance,Misty Explosion,Flash,Solar Beam	TRUE	0.6354	0.0	NA	1.0	1.0	1.0	0.125	97.375	8	12	Alakazam-Mega@Leader Liza,Alakazam@Leader Liza,Espathra@Leader Tate,Farigiraf@Leader Liza,Iron Leaves@Leader Liza	NONE	Derived
SPECIES_TOGEKISS	Togekiss	15	15	FALSE	76	0.4792	After You,Sky Attack,Extreme Speed,Aura Sphere	1.0	special	ABILITY_HUSTLE	Modest	ITEM_FAIRY_FEATHER	Moonblast,Air Slash,Future Sight,Dazzling Gleam	TRUE	0.5208	0.0	NA	1.0	1.0	1.0	0.125	96.5	8	4	Alakazam-Mega@Leader Liza,Alakazam@Leader Liza,Espathra@Leader Tate,Farigiraf@Leader Liza,Iron Leaves@Leader Liza	NONE	Derived
SPECIES_AMPHAROS_MEGA	Ampharos-Mega	15	15	FALSE	76	0.7396	Tail Glow,Thunder,Light Screen,Signal Beam	1.0	special	ABILITY_THICK_FAT	Modest	ITEM_WEAKNESS_POLICY	Draco Meteor,Zap Cannon,Focus Blast,Thunder	TRUE	0.2604	0.0	NA	1.0	1.0	1.0	0.0	97.125	8	4	Alakazam-Mega@Leader Liza,Alakazam@Leader Liza,Espathra@Leader Tate,Farigiraf@Leader Liza,Iron Leaves@Leader Liza	NONE	Derived
SPECIES_AZURILL	Azurill	15	15	FALSE	76	0.0	Bounce,Slam,Helping Hand,Covet	1.0	mixed	ABILITY_THICK_FAT	Rash	ITEM_FAIRY_FEATHER	Hyper Voice,Body Slam,Alluring Voice,Covet	TRUE	1.0	0.0	NA	1.0	1.0	1.0	0.0	94.125	8	16	Alakazam-Mega@Leader Liza,Alakazam@Leader Liza,Espathra@Leader Tate,Farigiraf@Leader Liza,Iron Leaves@Leader Liza	NONE	Derived
