species_const	species_name	checkpoint	primary_role	hybrid_role	top3	ceiling_fit	floor_fit	replacement_fit	vorp	tier	investment_delta	S	T	Y	F	track	ability	nature	item	item_reliable	moves	bst	earliest_cp	availability_confidence	entry_reason	matrix_score	confidence	item_dependence	unreliable_best_item	cant_miss
SPECIES_STEELIX	Steelix	15	wallbreaker_phys	tank	wallbreaker_phys:0.9141;tank:0.8883	0.9141	0.8484	0.925	-0.0109	D	0.0657	0.67	1.0	1.0	0.991	physical	ABILITY_ROCK_HEAD	Adamant	ITEM_WEAKNESS_POLICY	TRUE	Spin Out,Earthquake,Explosion,Iron Tail	510	13	Derived	evolution:EVO_TRADE_ITEM:ITEM_METAL_COAT	1.0	Derived	0.0	NA	FALSE
SPECIES_SNEASLER	Sneasler	15	wallbreaker_phys	NA	wallbreaker_phys:0.9132;revenge_killer:0.7796;tank:0.5355	0.9132	0.7795	0.925	-0.0118	D	0.1337	0.943	1.0	1.0	0.819	physical	ABILITY_PRESSURE	Jolly	ITEM_LIFE_ORB	FALSE	Focus Punch,Gunk Shot,Earthquake,Close Combat	510	8	Derived	evolution:EVO_LEVEL@47:from SPECIES_SNEASEL_HISUI	0.625	Derived	0.0	NA	FALSE
SPECIES_LAPRAS	Lapras	15	wallbreaker_phys	NA	wallbreaker_phys:0.9129;tank:0.795	0.9129	0.8015	0.925	-0.0121	D	0.1114	0.67	1.0	1.0	0.988	physical	ABILITY_WATER_ABSORB	Adamant	ITEM_WEAKNESS_POLICY	TRUE	Outrage,Liquidation,Megahorn,Dragon Hammer	535	3	Asserted	wild	1.0	Derived	0.0	NA	FALSE
SPECIES_COPPERAJAH_MEGA	Copperajah-Mega	15	wallbreaker_phys	NA	wallbreaker_phys:0.9129;tank:0.7989	0.9129	0.925	0.925	-0.0121	D	-0.0121	0.99	0.817	1.0	0.88	physical	ABILITY_SHEER_FORCE	Adamant	ITEM_BLACK_BELT	TRUE	Superpower,Iron Head,Power Whip,Body Press	585	11	Inferred	mega/primal form of SPECIES_COPPERAJAH (stone not resolved)	0.6875	Derived	0.0063	ITEM_CHOICE_BAND	FALSE
SPECIES_KLEAVOR	Kleavor	15	wallbreaker_phys	NA	wallbreaker_phys:0.9118;tank:0.7462	0.9118	0.7624	0.925	-0.0132	D	0.1494	0.96	0.817	1.0	0.896	physical	ABILITY_SHEER_FORCE	Adamant	ITEM_LIFE_ORB	FALSE	Stone Edge,X-Scissor,Close Combat,Lunge	500	13	Derived	evolution:EVO_ITEM:ITEM_KINGS_ROCK	0.6979	Derived	0.0	NA	FALSE
SPECIES_EXCADRILL	Excadrill	15	wallbreaker_phys	NA	wallbreaker_phys:0.9118;tank:0.8352;revenge_killer:0.7137	0.9118	0.8352	0.925	-0.0132	D	0.0766	0.96	0.817	1.0	0.896	physical	ABILITY_SAND_RUSH	Adamant	ITEM_CHOICE_BAND	FALSE	Earthquake,Iron Head,Shadow Claw,High Horsepower	508	5	Derived	evolution:EVO_LEVEL@31:from SPECIES_DRILBUR	0.6667	Derived	0.0	NA	FALSE
SPECIES_IRON_HANDS	Iron Hands	15	wallbreaker_phys	NA	wallbreaker_phys:0.9112;tank:0.7112	0.9112	0.6612	0.925	-0.0138	D	0.25	0.972	1.0	0.938	0.819	physical	ABILITY_QUARK_DRIVE	Jolly	ITEM_BLACK_BELT	TRUE	Focus Punch,Supercell Slam,Earthquake,Close Combat	570	15	Asserted	wild	0.6146	Derived	0.0	ITEM_CHOICE_BAND	FALSE
SPECIES_CHARIZARD_MEGA_X	Charizard-Mega-X	15	wallbreaker_phys	NA	wallbreaker_phys:0.9075;tank:0.7693;revenge_killer:0.7519	0.9075	0.7448	0.925	-0.0175	D	0.1627	0.943	0.817	1.0	0.896	physical	ABILITY_TOUGH_CLAWS	Jolly	ITEM_BLACK_BELT	TRUE	Flare Blitz,Dragon Claw,Focus Punch,Blaze Kick	634	7	Inferred	mega/primal form of SPECIES_CHARIZARD (stone not resolved)	0.6979	Derived	0.0485	ITEM_CHOICE_SPECS	FALSE
SPECIES_BOLTUND	Boltund	15	wallbreaker_phys	NA	wallbreaker_phys:0.9049;revenge_killer:0.8485	0.9049	0.4755	0.925	-0.0201	D	0.4294	0.785	0.817	1.0	0.988	physical	ABILITY_STRONG_JAW	Adamant	ITEM_FAIRY_FEATHER	TRUE	Wild Charge,Play Rough,Psychic Fangs,Thunder Fang	490	6	Derived	evolution:EVO_LEVEL@25:from SPECIES_YAMPER	1.0	Derived	0.0	NA	FALSE
SPECIES_LUXIO	Luxio	15	wallbreaker_phys	NA	wallbreaker_phys:0.9043	0.9043	0.0	0.925	-0.0207	D	0.9043	0.67	1.0	1.0	0.967	physical	ABILITY_RIVALRY	Adamant	ITEM_FAIRY_FEATHER	TRUE	Wild Charge,Iron Tail,Play Rough,Spark	363	1	Derived	evolution:EVO_LEVEL@15:from SPECIES_SHINX	1.0	Derived	0.0	NA	FALSE
SPECIES_PERRSERKER	Perrserker	15	wallbreaker_phys	NA	wallbreaker_phys:0.9041;tank:0.837	0.9041	0.787	0.925	-0.0209	D	0.1171	0.866	1.0	1.0	0.844	physical	ABILITY_BATTLE_ARMOR	Jolly	ITEM_CHOICE_BAND	FALSE	Iron Tail,Thrash,Close Combat,Iron Head	440	4	Derived	evolution:EVO_LEVEL@28:from SPECIES_MEOWTH_GALAR	0.6354	Derived	0.0	NA	FALSE
SPECIES_LYCANROC_DUSK	Lycanroc-Dusk	15	wallbreaker_phys	NA	wallbreaker_phys:0.9036;revenge_killer:0.7685;tank:0.5557	0.9036	0.7017	0.925	-0.0214	D	0.2019	0.904	1.0	1.0	0.819	physical	ABILITY_TOUGH_CLAWS	Jolly	ITEM_CHOICE_BAND	FALSE	Stone Edge,Thrash,Close Combat,Mighty Cleave	487	6	Derived	evolution:EVO_LEVEL_DUSK@25:from SPECIES_ROCKRUFF	0.625	Derived	0.0	NA	FALSE
SPECIES_GIGALITH	Gigalith	15	wallbreaker_phys	NA	wallbreaker_phys:0.9035;tank:0.6819	0.9035	0.6319	0.925	-0.0215	D	0.2716	0.96	1.0	1.0	0.784	physical	ABILITY_STURDY	Adamant	ITEM_BLACK_BELT	TRUE	Stone Edge,Explosion,Superpower,Rock Slide	515	6	Inferred	evolution:EVO_TRADE:0:from SPECIES_BOLDORE	0.6042	Derived	0.0	ITEM_CHOICE_BAND	FALSE
SPECIES_DHELMISE	Dhelmise	15	wallbreaker_phys	NA	wallbreaker_phys:0.9019;tank:0.7129	0.9019	0.8037	0.925	-0.0231	D	0.0982	0.954	1.0	1.0	0.784	physical	ABILITY_STEELY_SPIRIT	Adamant	ITEM_CHOICE_BAND	FALSE	Solar Blade,Poltergeist,Earthquake,Power Whip	517	13	Asserted	wild	0.6042	Derived	0.0	NA	FALSE
SPECIES_ROARING_MOON	Roaring Moon	15	wallbreaker_phys	NA	wallbreaker_phys:0.9019;revenge_killer:0.7976;tank:0.7562	0.9019	0.7729	0.925	-0.0231	D	0.129	0.971	0.817	1.0	0.865	physical	ABILITY_PROTOSYNTHESIS	Jolly	ITEM_LIFE_ORB	FALSE	Dragon Rush,Night Slash,Earthquake,Dragon Claw	590	15	Asserted	wild	0.6354	Derived	0.0	NA	FALSE
SPECIES_RILLABOOM	Rillaboom	15	wallbreaker_phys	NA	wallbreaker_phys:0.9007;tank:0.7513	0.9007	0.7513	0.925	-0.0243	D	0.1494	0.93	1.0	0.938	0.819	physical	ABILITY_OVERGROW	Adamant	ITEM_BLACK_BELT	TRUE	Solar Blade,Superpower,Earthquake,Wood Hammer	530	7	Derived	evolution:EVO_LEVEL@36:from SPECIES_THWACKEY	0.625	Derived	0.0183	ITEM_CHOICE_BAND	FALSE
SPECIES_LYCANROC_MIDDAY	Lycanroc-Midday	15	wallbreaker_phys	NA	wallbreaker_phys:0.9005;revenge_killer:0.7733;tank:0.5542	0.9005	0.6986	0.925	-0.0245	D	0.2019	0.892	1.0	1.0	0.819	physical	ABILITY_INNER_FOCUS	Jolly	ITEM_CHOICE_BAND	FALSE	Stone Edge,Headlong Rush,Close Combat,Rock Slide	487	6	Derived	evolution:EVO_LEVEL_DAY@25:from SPECIES_ROCKRUFF	0.625	Derived	0.0	NA	FALSE
SPECIES_STUNFISK_GALAR	Stunfisk-Galar	15	wallbreaker_phys	tank	wallbreaker_phys:0.9;tank:0.881	0.9	0.8502	0.925	-0.025	D	0.0498	0.648	1.0	1.0	0.97	physical	ABILITY_FILTER	Adamant	ITEM_WEAKNESS_POLICY	TRUE	Snap Trap,Earthquake,Stone Edge,Dig	471	3	Asserted	wild	1.0	Derived	0.0	NA	FALSE
SPECIES_DONDOZO	Dondozo	15	wallbreaker_phys	NA	wallbreaker_phys:0.8984;tank:0.7716	0.8984	0.8914	0.925	-0.0266	D	0.007	0.785	1.0	1.0	0.88	physical	ABILITY_UNAWARE	Adamant	ITEM_MYSTIC_WATER	TRUE	Wave Crash,Double-Edge,Earthquake,Aqua Tail	530	4	Asserted	wild	0.6771	Derived	0.0097	ITEM_CHOICE_BAND	FALSE
SPECIES_FERALIGATR	Feraligatr	15	wallbreaker_phys	NA	wallbreaker_phys:0.8959;tank:0.718	0.8959	0.4111	0.925	-0.0291	D	0.4848	0.833	1.0	1.0	0.844	physical	ABILITY_SHEER_FORCE	Adamant	ITEM_CHOICE_BAND	FALSE	Aqua Tail,Focus Punch,Thrash,Liquidation	530	7	Derived	evolution:EVO_LEVEL@36:from SPECIES_CROCONAW	0.6458	Derived	0.0	NA	FALSE
SPECIES_MACHAMP_MEGA	Machamp-Mega	15	wallbreaker_phys	NA	wallbreaker_phys:0.8941;tank:0.7229	0.8941	0.6805	0.925	-0.0309	D	0.2136	0.979	1.0	1.0	0.748	physical	ABILITY_ORAORAORAORA	Impish	ITEM_BLACK_BELT	TRUE	Focus Punch,Earthquake,Stone Edge,Close Combat	600	4	Inferred	mega/primal form of SPECIES_MACHAMP (stone not resolved)	0.5833	Derived	0.0142	ITEM_CHOICE_BAND	FALSE
SPECIES_HERDIER	Herdier	15	wallbreaker_phys	NA	wallbreaker_phys:0.894	0.894	0.6413	0.925	-0.031	D	0.2527	0.606	1.0	1.0	0.981	physical	ABILITY_INTIMIDATE	Adamant	ITEM_FAIRY_FEATHER	TRUE	Giga Impact,Play Rough,Wild Charge,Last Resort	370	2	Derived	evolution:EVO_LEVEL@16:from SPECIES_LILLIPUP	1.0	Derived	0.0	NA	FALSE
SPECIES_ARCANINE	Arcanine	15	wallbreaker_phys	NA	wallbreaker_phys:0.8939;tank:0.727;revenge_killer:0.7041	0.8939	0.7786	0.925	-0.0311	D	0.1153	0.866	1.0	1.0	0.819	physical	ABILITY_INTIMIDATE	Jolly	ITEM_BLACK_BELT	TRUE	Flare Blitz,Close Combat,Iron Tail,Temper Flare	555	1	Derived	evolution:EVO_ITEM:ITEM_FIRE_STONE	0.625	Derived	0.0246	ITEM_CHOICE_BAND	FALSE
SPECIES_SANDSLASH	Sandslash	15	wallbreaker_phys	NA	wallbreaker_phys:0.8939;tank:0.7048	0.8939	0.5494	0.925	-0.0311	D	0.3445	0.866	1.0	1.0	0.819	physical	ABILITY_SAND_VEIL	Adamant	ITEM_LIFE_ORB	FALSE	Earthquake,Focus Punch,Iron Tail,High Horsepower	460	3	Derived	evolution:EVO_LEVEL@22:from SPECIES_SANDSHREW	0.625	Derived	0.0	NA	FALSE
SPECIES_TINKATON	Tinkaton	15	wallbreaker_phys	tank	wallbreaker_phys:0.8924;tank:0.8608;revenge_killer:0.7512	0.8924	0.8608	0.925	-0.0326	D	0.0316	0.67	1.0	1.0	0.937	physical	ABILITY_MOLD_BREAKER	Jolly	ITEM_CHOICE_BAND	FALSE	Gigaton Hammer,Play Rough,Stone Edge,Iron Head	526	7	Derived	evolution:EVO_LEVEL@36:from SPECIES_TINKATUFF	0.8438	Derived	0.0	NA	FALSE
SPECIES_RAPIDASH	Rapidash	15	wallbreaker_phys	NA	wallbreaker_phys:0.8921;revenge_killer:0.8011;tank:0.6405	0.8921	0.7034	0.925	-0.0329	D	0.1887	0.785	1.0	1.0	0.865	physical	ABILITY_RECKLESS	Adamant	ITEM_CHARCOAL	TRUE	Flare Blitz,Solar Blade,Megahorn,Fire Lash	520	4	Derived	evolution:EVO_LEVEL@28:from SPECIES_PONYTA	0.6667	Derived	0.0126	ITEM_CHOICE_BAND	FALSE
SPECIES_RAPIDASH_GALAR	Rapidash-Galar	15	wallbreaker_phys	NA	wallbreaker_phys:0.8921;revenge_killer:0.8011;tank:0.678	0.8921	0.7265	0.925	-0.0329	D	0.1656	0.785	1.0	1.0	0.865	physical	ABILITY_RUN_AWAY	Adamant	ITEM_CHARCOAL	TRUE	Flare Blitz,Play Rough,Megahorn,Fire Lash	520	4	Derived	evolution:EVO_LEVEL@28:from SPECIES_PONYTA_GALAR	0.6667	Derived	0.0126	ITEM_CHOICE_BAND	FALSE
SPECIES_GARGANACL	Garganacl	15	wallbreaker_phys	NA	wallbreaker_phys:0.8921;tank:0.7397	0.8921	0.8305	0.925	-0.0329	D	0.0616	0.785	1.0	1.0	0.865	physical	ABILITY_PURIFYING_SALT	Impish	ITEM_BLACK_BELT	TRUE	Stone Edge,Explosion,Hammer Arm,Rock Slide	500	7	Derived	evolution:EVO_LEVEL@38:from SPECIES_NACLSTACK	0.6667	Derived	0.0063	ITEM_CHOICE_BAND	FALSE
SPECIES_AMBIPOM	Ambipom	15	wallbreaker_phys	NA	wallbreaker_phys:0.8921;revenge_killer:0.7937;tank:0.5434	0.8921	0.6333	0.925	-0.0329	D	0.2588	0.785	1.0	1.0	0.865	physical	ABILITY_TECHNICIAN	Jolly	ITEM_CHOICE_BAND	FALSE	Last Resort,Focus Punch,Gunk Shot,Body Slam	482	11	Inferred	evolution:EVO_MOVE:MOVE_DOUBLE_HIT:from SPECIES_AIPOM	0.6667	Derived	0.0	NA	FALSE
SPECIES_TING_LU	Ting-Lu	15	wallbreaker_phys	tank	wallbreaker_phys:0.8916;tank:0.8605	0.8916	0.855	0.925	-0.0334	D	0.0366	0.866	0.817	1.0	0.905	physical	ABILITY_VESSEL_OF_RUIN	Impish	ITEM_BLACK_GLASSES	TRUE	Earthquake,Throat Chop,Thrash,Dig	570	13	Asserted	wild	0.7187	Derived	0.0058	ITEM_CHOICE_BAND	FALSE
SPECIES_SALAMENCE	Salamence	15	wallbreaker_phys	NA	wallbreaker_phys:0.8911;tank:0.8069;revenge_killer:0.7312	0.8911	0.7427	0.925	-0.0339	D	0.1484	0.96	0.817	1.0	0.844	physical	ABILITY_INTIMIDATE	Jolly	ITEM_DRAGON_FANG	TRUE	Fly,Dragon Claw,Double-Edge,Dragon Tail	600	9	Derived	evolution:EVO_LEVEL@50:from SPECIES_SHELGON	0.6458	Derived	0.0241	ITEM_CHOICE_BAND	FALSE
SPECIES_GLALIE_MEGA	Glalie-Mega	15	wallbreaker_phys	NA	wallbreaker_phys:0.8911;revenge_killer:0.7312;tank:0.6075	0.8911	0.7019	0.925	-0.0339	D	0.1892	0.96	0.817	1.0	0.844	physical	ABILITY_REFRIGERATE	Jolly	ITEM_LIFE_ORB	FALSE	Ice Spinner,Explosion,Earthquake,Ice Fang	580	7	Inferred	mega/primal form of SPECIES_GLALIE (stone not resolved)	0.6458	Derived	0.0	NA	FALSE
SPECIES_MAWILE_MEGA	Mawile-Mega	15	wallbreaker_phys	tank	wallbreaker_phys:0.8909;tank:0.8592	0.8909	0.8092	0.925	-0.0341	D	0.0817	0.833	0.817	1.0	0.923	physical	ABILITY_HUGE_POWER	Jolly	ITEM_LIFE_ORB	FALSE	Play Rough,Iron Head,Focus Punch,Covet	480	3	Inferred	mega/primal form of SPECIES_MAWILE (stone not resolved)	0.7396	Derived	0.0	NA	FALSE
SPECIES_GOLEM	Golem	15	wallbreaker_phys	NA	wallbreaker_phys:0.8905;tank:0.6736	0.8905	0.7977	0.925	-0.0345	D	0.0928	0.908	1.0	1.0	0.784	physical	ABILITY_ROCK_HEAD	Adamant	ITEM_HARD_STONE	TRUE	Head Smash,Headlong Rush,Explosion,Earthquake	495	3	Inferred	evolution:EVO_TRADE:0:from SPECIES_GRAVELER	0.6042	Derived	0.0	ITEM_CHOICE_BAND	FALSE
SPECIES_GOLEM_ALOLA	Golem-Alola	15	wallbreaker_phys	NA	wallbreaker_phys:0.8905;tank:0.6736	0.8905	0.7977	0.925	-0.0345	D	0.0928	0.908	1.0	1.0	0.784	physical	ABILITY_ROCK_HEAD	Adamant	ITEM_HARD_STONE	TRUE	Head Smash,Volt Tackle,Explosion,Supercell Slam	495	3	Inferred	evolution:EVO_TRADE:0:from SPECIES_GRAVELER_ALOLA	0.6042	Derived	0.0	ITEM_CHOICE_BAND	FALSE
SPECIES_LUXRAY	Luxray	15	wallbreaker_phys	NA	wallbreaker_phys:0.8905;tank:0.7189	0.8905	0.7838	0.925	-0.0345	D	0.1067	0.908	1.0	1.0	0.784	physical	ABILITY_RIVALRY	Adamant	ITEM_BLACK_BELT	TRUE	Volt Tackle,Crunch,Superpower,Supercell Slam	523	4	Derived	evolution:EVO_LEVEL@30:from SPECIES_LUXIO	0.5938	Derived	0.0141	ITEM_CHOICE_BAND	FALSE
SPECIES_TOUCANNON	Toucannon	15	wallbreaker_phys	NA	wallbreaker_phys:0.8905;tank:0.7095	0.8905	0.7095	0.925	-0.0345	D	0.181	0.908	1.0	1.0	0.784	physical	ABILITY_FRISK	Adamant	ITEM_CHARCOAL	TRUE	Brave Bird,Gunk Shot,Flare Blitz,Beak Blast	495	4	Derived	evolution:EVO_LEVEL@28:from SPECIES_TRUMBEAK	0.6042	Derived	0.0242	ITEM_CHOICE_BAND	FALSE
SPECIES_GRIMMSNARL	Grimmsnarl	15	wallbreaker_phys	NA	wallbreaker_phys:0.8905;tank:0.6952	0.8905	0.7709	0.925	-0.0345	D	0.1196	0.908	1.0	1.0	0.784	physical	ABILITY_PRANKSTER	Adamant	ITEM_CHOICE_BAND	FALSE	Foul Play,Play Rough,Superpower,Darkest Lariat	510	7	Derived	evolution:EVO_LEVEL@36:from SPECIES_MORGREM	0.6042	Derived	0.0	NA	FALSE
SPECIES_LICKILICKY	Lickilicky	15	wallbreaker_phys	NA	wallbreaker_phys:0.8899;tank:0.7319	0.8899	0.7167	0.925	-0.0351	D	0.1732	0.751	1.0	1.0	0.88	physical	ABILITY_OWN_TEMPO	Adamant	ITEM_BLACK_BELT	TRUE	Explosion,Focus Punch,Power Whip,Body Slam	505	3	Inferred	evolution:EVO_MOVE:MOVE_ROLLOUT:from SPECIES_LICKITUNG	0.6875	Derived	0.0	ITEM_CHOICE_BAND	FALSE
SPECIES_AVALUGG	Avalugg	15	wallbreaker_phys	NA	wallbreaker_phys:0.8896;tank:0.7569	0.8896	0.8129	0.925	-0.0354	D	0.0767	0.904	1.0	1.0	0.784	physical	ABILITY_FILTER	Impish	ITEM_BLACK_BELT	TRUE	Mountain Gale,Skull Bash,Superpower,Icicle Crash	514	9	Derived	evolution:EVO_LEVEL@37:from SPECIES_BERGMITE	0.5833	Derived	0.0386	ITEM_CHOICE_BAND	FALSE
SPECIES_KROOKODILE	Krookodile	15	wallbreaker_phys	NA	wallbreaker_phys:0.8896;tank:0.7098;revenge_killer:0.6881	0.8896	0.7098	0.925	-0.0354	D	0.1798	0.904	1.0	1.0	0.784	physical	ABILITY_INTIMIDATE	Jolly	ITEM_CHOICE_BAND	FALSE	Earthquake,Foul Play,Focus Punch,High Horsepower	519	7	Derived	evolution:EVO_LEVEL@40:from SPECIES_KROKOROK	0.6042	Derived	0.0	NA	FALSE
SPECIES_IRON_THORNS	Iron Thorns	15	wallbreaker_phys	NA	wallbreaker_phys:0.8888;tank:0.7238	0.8888	0.7735	0.925	-0.0362	D	0.1153	0.958	1.0	1.0	0.748	physical	ABILITY_QUARK_DRIVE	Adamant	ITEM_HARD_STONE	TRUE	Supercell Slam,Stone Edge,Earthquake,Wild Charge	570	15	Asserted	wild	0.5833	Derived	0.0466	ITEM_CHOICE_BAND	FALSE
SPECIES_SCYTHER	Scyther	15	wallbreaker_phys	NA	wallbreaker_phys:0.8882;revenge_killer:0.7936;tank:0.6857	0.8882	0.7602	0.925	-0.0368	D	0.128	0.866	0.817	1.0	0.896	physical	ABILITY_SWARM	Jolly	ITEM_CHOICE_BAND	FALSE	Fly,X-Scissor,Close Combat,U-turn	500	3	Asserted	wild	0.7083	Derived	0.0	NA	FALSE
SPECIES_GALLADE	Gallade	15	wallbreaker_phys	NA	wallbreaker_phys:0.8867	0.8867	0.0	0.925	-0.0383	D	0.8867	0.93	1.0	0.938	0.784	physical	ABILITY_STEADFAST	Adamant	ITEM_CHOICE_BAND	FALSE	Focus Punch,Zen Headbutt,Solar Blade,Close Combat	518	13	Derived	evolution:EVO_ITEM_MALE:ITEM_DAWN_STONE	0.6042	Derived	0.0	NA	FALSE
SPECIES_LURANTIS_TOTEM	Lurantis-Totem	15	wallbreaker_phys	NA	wallbreaker_phys:0.8857;tank:0.6754	0.8857	0.6754	0.925	-0.0393	D	0.2103	0.833	1.0	1.0	0.819	physical	ABILITY_LEAF_GUARD	Adamant	ITEM_CHOICE_BAND	FALSE	Solar Blade,Superpower,X-Scissor,Petal Blizzard	480	1	Inferred	evolution:EVO_NONE:0:from SPECIES_FOMANTIS	0.625	Derived	0.0	NA	FALSE
SPECIES_BASCULEGION_M	Basculegion-M	15	wallbreaker_phys	NA	wallbreaker_phys:0.8854;tank:0.7355	0.8854	0.7166	0.925	-0.0396	D	0.1688	0.888	1.0	1.0	0.784	physical	ABILITY_SWIFT_SWIM	Careful	ITEM_HARD_STONE	TRUE	Wave Crash,Poltergeist,Head Smash,Phantom Force	530	7	Derived	evolution:EVO_LEVEL_MALE@44:from SPECIES_BASCULIN_RED_STRIPED	0.6042	Derived	0.014	ITEM_CHOICE_BAND	FALSE
SPECIES_SABLEYE_MEGA	Sableye-Mega	15	wallbreaker_phys	tank	wallbreaker_phys:0.8852;tank:0.8414	0.8852	0.7731	0.925	-0.0398	D	0.1121	0.67	1.0	1.0	0.919	physical	ABILITY_PRANKSTER	Impish	ITEM_BLACK_BELT	TRUE	Poltergeist,Foul Play,Focus Punch,Shadow Claw	480	3	Inferred	mega/primal form of SPECIES_SABLEYE (stone not resolved)	0.75	Derived	0.0017	ITEM_CHOICE_BAND	FALSE
SPECIES_RHYDON	Rhydon	15	wallbreaker_phys	NA	wallbreaker_phys:0.885;tank:0.6605	0.885	0.8063	0.925	-0.04	D	0.0787	0.943	1.0	1.0	0.748	physical	ABILITY_LIGHTNING_ROD	Adamant	ITEM_CHOICE_BAND	FALSE	Stone Edge,Earthquake,Focus Punch,High Horsepower	485	7	Asserted	wild	0.5833	Derived	0.0	NA	FALSE
SPECIES_BOMBIRDIER	Bombirdier	15	wallbreaker_phys	NA	wallbreaker_phys:0.8847;tank:0.7997	0.8847	0.7997	0.925	-0.0403	D	0.085	0.829	1.0	1.0	0.819	physical	ABILITY_ROCKY_PAYLOAD	Adamant	ITEM_BLACK_GLASSES	TRUE	Sky Attack,Foul Play,Stone Edge,Brave Bird	500	7	Asserted	wild	0.625	Derived	0.0246	ITEM_CHOICE_BAND	FALSE
SPECIES_BANETTE_MEGA	Banette-Mega	15	wallbreaker_phys	NA	wallbreaker_phys:0.8834;tank:0.672	0.8834	0.6009	0.925	-0.0416	D	0.2825	0.996	1.0	1.0	0.711	physical	ABILITY_PRANKSTER	Careful	ITEM_POISON_BARB	TRUE	Double-Edge,Poltergeist,Gunk Shot,Phantom Force	555	7	Inferred	mega/primal form of SPECIES_BANETTE (stone not resolved)	0.5625	Derived	0.0432	ITEM_CHOICE_BAND	FALSE
SPECIES_INCINEROAR	Incineroar	15	wallbreaker_phys	NA	wallbreaker_phys:0.8821;tank:0.8196	0.8821	0.8404	0.925	-0.0429	D	0.0417	0.892	0.817	1.0	0.865	physical	ABILITY_BLAZE	Adamant	ITEM_BLACK_BELT	TRUE	Flare Blitz,Darkest Lariat,Focus Punch,Blaze Kick	530	7	Derived	evolution:EVO_LEVEL@36:from SPECIES_TORRACAT	0.6562	Derived	0.0064	ITEM_CHOICE_BAND	FALSE
SPECIES_HONCHKROW	Honchkrow	15	wallbreaker_phys	NA	wallbreaker_phys:0.8819;tank:0.7049;revenge_killer:0.67	0.8819	0.7049	0.925	-0.0431	D	0.177	0.93	1.0	1.0	0.748	physical	ABILITY_INSOMNIA	Adamant	ITEM_BLACK_BELT	TRUE	Brave Bird,Foul Play,Superpower,Fly	530	13	Derived	evolution:EVO_ITEM:ITEM_DUSK_STONE	0.5833	Derived	0.0384	ITEM_CHOICE_BAND	FALSE
SPECIES_DUGTRIO_ALOLA	Dugtrio-Alola	15	wallbreaker_phys	NA	wallbreaker_phys:0.8799;revenge_killer:0.7545	0.8799	0.5166	0.925	-0.0451	D	0.3633	0.866	1.0	1.0	0.784	physical	ABILITY_SAND_VEIL	Jolly	ITEM_CHOICE_BAND	FALSE	Earthquake,Iron Head,Stone Edge,High Horsepower	435	3	Derived	evolution:EVO_LEVEL@22:from SPECIES_DIGLETT_ALOLA	0.6042	Derived	0.0	NA	FALSE
SPECIES_CLODSIRE	Clodsire	15	wallbreaker_phys	NA	wallbreaker_phys:0.8784;tank:0.8138	0.8784	0.7112	0.925	-0.0466	D	0.1672	0.543	1.0	1.0	0.981	physical	ABILITY_POISON_TOUCH	Adamant	ITEM_WEAKNESS_POLICY	TRUE	Gunk Shot,Earthquake,Megahorn,Poison Jab	430	4	Asserted	wild	1.0	Derived	0.0	NA	FALSE
SPECIES_DECIDUEYE	Decidueye	15	wallbreaker_phys	NA	wallbreaker_phys:0.8776;revenge_killer:0.707;tank:0.6663	0.8776	0.4103	0.925	-0.0474	D	0.4673	0.856	1.0	1.0	0.784	physical	ABILITY_OVERGROW	Jolly	ITEM_MIRACLE_SEED	TRUE	Solar Blade,Poltergeist,Brave Bird,Phantom Force	540	7	Derived	evolution:EVO_LEVEL_NIGHT@36:from SPECIES_DARTRIX	0.6042	Derived	0.014	ITEM_CHOICE_BAND	FALSE
SPECIES_STARAPTOR	Staraptor	15	wallbreaker_phys	NA	wallbreaker_phys:0.8763;revenge_killer:0.6928;tank:0.6367	0.8763	0.7772	0.925	-0.0487	D	0.0991	0.908	1.0	1.0	0.748	physical	ABILITY_INTIMIDATE	Jolly	ITEM_BLACK_BELT	TRUE	Brave Bird,Double-Edge,Close Combat,Take Down	485	6	Derived	evolution:EVO_LEVEL@34:from SPECIES_STARAVIA	0.5833	Derived	0.0465	ITEM_CHOICE_BAND	FALSE
SPECIES_PASSIMIAN	Passimian	15	wallbreaker_phys	NA	wallbreaker_phys:0.8763;tank:0.6239	0.8763	0.7169	0.925	-0.0487	D	0.1594	0.908	1.0	1.0	0.748	physical	ABILITY_RECEIVER	Adamant	ITEM_CHOICE_BAND	FALSE	Focus Punch,Thrash,Gunk Shot,Close Combat	505	9	Asserted	wild	0.5833	Derived	0.0	NA	FALSE
SPECIES_QWILFISH_HISUI	Qwilfish-Hisui	15	wallbreaker_phys	NA	wallbreaker_phys:0.8755;tank:0.7319	0.8755	0.7083	0.925	-0.0495	D	0.1672	0.751	1.0	1.0	0.844	physical	ABILITY_POISON_TOUCH	Careful	ITEM_LIFE_ORB	FALSE	Gunk Shot,Foul Play,Explosion,Throat Chop	440	4	Asserted	wild	0.6458	Derived	0.0	NA	FALSE
